Churn,Account_Age,Internet_Service,Data_Usage,Customer_Service_Calls,MonthlyCharge,Source
Yes,67.0,Yes,6265.0,2,287.6427,WGU Telecom Co.
No,63.0,Yes,5826.0,2,172.4555,WGU Telecom Co.
No,61.0,Yes,5495.0,0,172.4624,WGU Telecom Co.
No,65.0,Yes,5779.0,2,172.4624,WGU Telecom Co.
No,62.0,Yes,5525.0,0,172.4441,WGU Telecom Co.
No,52.0,Yes,4680.0,0,149.9483,WGU Telecom Co.
No,63.0,No,5359.0,0,107.4806,WGU Telecom Co.
No,64.0,Yes,5430.0,0,124.9781,WGU Telecom Co.
No,61.0,Yes,5856.0,1,184.9634,WGU Telecom Co.
No,64.0,Yes,5636.0,1,204.9797,WGU Telecom Co.
No,68.0,Yes,6486.0,3,152.4579,WGU Telecom Co.
No,55.0,Yes,4876.0,3,149.9598,WGU Telecom Co.
No,51.0,Yes,4429.0,1,147.4738,WGU Telecom Co.
No,64.0,No,5678.0,0,172.4871,WGU Telecom Co.
No,61.0,Yes,5219.0,1,137.4872,WGU Telecom Co.
No,69.0,Yes,6557.0,0,142.4689,WGU Telecom Co.
No,48.0,Yes,4309.0,2,207.6094,WGU Telecom Co.
No,72.0,Yes,5990.0,2,144.9607,WGU Telecom Co.
No,72.0,Yes,6101.0,0,182.4676,WGU Telecom Co.
No,59.0,Yes,5378.0,1,182.4653,WGU Telecom Co.
No,56.0,Yes,5469.0,2,119.9568,WGU Telecom Co.
No,58.0,Yes,5437.0,2,129.9483,WGU Telecom Co.
No,71.0,Yes,6454.0,0,129.9483,WGU Telecom Co.
No,64.0,Yes,6118.0,0,139.9349,WGU Telecom Co.
No,69.0,Yes,6395.0,1,240.1149,WGU Telecom Co.
No,63.0,Yes,5562.0,4,162.4526,WGU Telecom Co.
No,56.0,Yes,5301.0,0,242.6281,WGU Telecom Co.
No,57.0,Yes,5167.0,1,194.9768,WGU Telecom Co.
No,69.0,Yes,6353.0,1,184.9496,WGU Telecom Co.
No,61.0,Yes,5718.0,1,139.9349,WGU Telecom Co.
No,68.0,Yes,5944.0,0,139.9568,WGU Telecom Co.
No,55.0,Yes,4768.0,0,172.4742,WGU Telecom Co.
No,71.0,Yes,6336.0,1,207.4673,WGU Telecom Co.
No,54.0,Yes,4720.0,1,157.4836,WGU Telecom Co.
No,45.0,No,4309.0,1,177.6508,WGU Telecom Co.
Yes,39.0,Yes,4194.0,2,235.1372,WGU Telecom Co.
No,71.0,Yes,6100.0,2,179.9476,WGU Telecom Co.
No,63.0,Yes,6170.0,1,159.9476,WGU Telecom Co.
No,65.0,Yes,6207.0,1,139.9349,WGU Telecom Co.
No,66.0,Yes,5788.0,2,179.9476,WGU Telecom Co.
No,43.0,Yes,3756.0,0,167.4564,WGU Telecom Co.
No,69.0,No,6000.0,1,175.1331,WGU Telecom Co.
No,63.0,Yes,5653.0,2,220.1323,WGU Telecom Co.
No,64.0,Yes,6215.0,1,232.6378,WGU Telecom Co.
Yes,52.0,Yes,4901.0,0,275.1198,WGU Telecom Co.
No,67.0,Yes,5644.0,2,124.9781,WGU Telecom Co.
No,59.0,Yes,4981.0,0,149.9483,WGU Telecom Co.
No,66.0,Yes,5890.0,0,172.4624,WGU Telecom Co.
No,53.0,Yes,4918.0,3,240.1149,WGU Telecom Co.
No,58.0,Yes,5362.0,1,139.965,WGU Telecom Co.
No,63.0,Yes,5848.0,0,159.9476,WGU Telecom Co.
No,66.0,Yes,5403.0,0,124.9643,WGU Telecom Co.
No,52.0,Yes,4566.0,2,192.4404,WGU Telecom Co.
No,67.0,Yes,5827.0,1,184.9715,WGU Telecom Co.
No,71.0,Yes,6657.0,0,152.4624,WGU Telecom Co.
No,62.0,Yes,5483.0,1,172.4555,WGU Telecom Co.
No,53.0,Yes,5199.0,1,232.6415,WGU Telecom Co.
No,56.0,No,5091.0,0,149.9913,WGU Telecom Co.
No,37.0,No,3208.0,0,92.5018,WGU Telecom Co.
No,71.0,Yes,6612.0,1,255.1555,WGU Telecom Co.
No,70.0,Yes,6603.0,1,162.4676,WGU Telecom Co.
No,36.0,Yes,3668.0,1,222.65,WGU Telecom Co.
No,46.0,Yes,4150.0,1,137.4698,WGU Telecom Co.
No,69.0,Yes,6334.0,2,159.9656,WGU Telecom Co.
No,57.0,Yes,5281.0,1,255.1372,WGU Telecom Co.
No,65.0,Yes,5678.0,0,149.9598,WGU Telecom Co.
No,70.0,Yes,6038.0,2,169.9378,WGU Telecom Co.
No,62.0,Yes,5656.0,0,217.484,WGU Telecom Co.
No,65.0,Yes,6195.0,1,164.9853,WGU Telecom Co.
No,62.0,Yes,5708.0,2,262.6106,WGU Telecom Co.
No,55.0,No,4893.0,1,137.4684,WGU Telecom Co.
No,62.0,Yes,5815.0,0,252.6378,WGU Telecom Co.
No,59.0,Yes,5360.0,1,149.9928,WGU Telecom Co.
No,60.0,Yes,5472.0,0,220.1323,WGU Telecom Co.
No,67.0,Yes,6047.0,3,139.983,WGU Telecom Co.
No,66.0,Yes,6507.0,0,222.6281,WGU Telecom Co.
No,53.0,No,4639.0,0,104.9923,WGU Telecom Co.
No,59.0,Yes,5521.0,2,104.9781,WGU Telecom Co.
No,65.0,Yes,6294.0,4,187.4974,WGU Telecom Co.
No,64.0,Yes,5364.0,2,159.983,WGU Telecom Co.
No,40.0,Yes,3636.0,1,182.4653,WGU Telecom Co.
No,56.0,Yes,5300.0,2,262.6106,WGU Telecom Co.
No,48.0,Yes,4149.0,1,134.9509,WGU Telecom Co.
No,62.0,Yes,5409.0,0,149.9483,WGU Telecom Co.
Yes,50.0,Yes,4951.0,1,275.1336,WGU Telecom Co.
No,57.0,Yes,5260.0,2,114.9509,WGU Telecom Co.
No,63.0,Yes,5705.0,2,262.6106,WGU Telecom Co.
No,60.0,Yes,6037.0,2,202.65,WGU Telecom Co.
No,56.0,Yes,5375.0,2,159.9476,WGU Telecom Co.
No,57.0,Yes,5065.0,3,159.965,WGU Telecom Co.
No,61.0,No,5478.0,0,175.1331,WGU Telecom Co.
No,51.0,Yes,4507.0,1,182.4653,WGU Telecom Co.
No,56.0,No,4656.0,0,114.9658,WGU Telecom Co.
No,68.0,Yes,6295.0,1,149.9741,WGU Telecom Co.
No,56.0,Yes,5566.0,2,184.961,WGU Telecom Co.
No,62.0,Yes,5842.0,1,242.6326,WGU Telecom Co.
No,46.0,No,4626.0,1,212.6695,WGU Telecom Co.
No,69.0,No,6277.0,1,220.1478,WGU Telecom Co.
Yes,48.0,Yes,5299.0,2,242.6106,WGU Telecom Co.
No,71.0,Yes,6447.0,0,117.4872,WGU Telecom Co.
No,60.0,Yes,5918.0,1,187.4811,WGU Telecom Co.
No,68.0,Yes,5770.0,1,137.4872,WGU Telecom Co.
No,65.0,Yes,5821.0,1,152.466,WGU Telecom Co.
No,67.0,Yes,6101.0,1,159.9476,WGU Telecom Co.
No,70.0,Yes,6197.0,1,207.6094,WGU Telecom Co.
No,63.0,Yes,5824.0,1,242.6143,WGU Telecom Co.
No,72.0,Yes,6180.0,2,147.4421,WGU Telecom Co.
No,50.0,Yes,4919.0,1,255.1555,WGU Telecom Co.
No,53.0,Yes,5219.0,1,212.6415,WGU Telecom Co.
No,59.0,Yes,5403.0,2,194.9882,WGU Telecom Co.
No,72.0,Yes,6518.0,0,162.4653,WGU Telecom Co.
No,65.0,Yes,6433.0,1,255.1336,WGU Telecom Co.
No,69.0,Yes,6189.0,1,232.6228,WGU Telecom Co.
No,67.0,No,5747.0,2,117.4858,WGU Telecom Co.
No,63.0,Yes,5898.0,2,265.1283,WGU Telecom Co.
No,59.0,Yes,5465.0,2,219.9902,WGU Telecom Co.
No,49.0,No,4531.0,1,129.9763,WGU Telecom Co.
No,56.0,Yes,5089.0,1,149.9621,WGU Telecom Co.
No,64.0,No,5570.0,1,117.4835,WGU Telecom Co.
No,59.0,Yes,5587.0,0,172.4567,WGU Telecom Co.
No,58.0,No,4827.0,1,105.011,WGU Telecom Co.
No,59.0,No,5140.0,1,152.4952,WGU Telecom Co.
Yes,41.0,Yes,4313.0,0,242.6106,WGU Telecom Co.
No,65.0,Yes,6395.0,0,220.1149,WGU Telecom Co.
No,65.0,Yes,5688.0,1,204.9634,WGU Telecom Co.
No,52.0,No,4590.0,0,187.6422,WGU Telecom Co.
No,40.0,Yes,3858.0,1,149.9483,WGU Telecom Co.
No,59.0,Yes,5114.0,2,134.9509,WGU Telecom Co.
No,65.0,Yes,6474.0,0,202.65,WGU Telecom Co.
No,71.0,Yes,6622.0,0,162.447,WGU Telecom Co.
No,66.0,Yes,6024.0,0,174.9755,WGU Telecom Co.
No,58.0,Yes,5291.0,3,117.4872,WGU Telecom Co.
No,58.0,Yes,5955.0,2,245.1283,WGU Telecom Co.
No,68.0,No,6092.0,1,187.656,WGU Telecom Co.
Yes,58.0,Yes,5905.0,0,255.1336,WGU Telecom Co.
No,38.0,Yes,3171.0,0,112.4551,WGU Telecom Co.
No,59.0,No,5209.0,2,132.5127,WGU Telecom Co.
No,62.0,No,5515.0,0,182.49,WGU Telecom Co.
No,59.0,No,5331.0,1,127.4586,WGU Telecom Co.
Yes,60.0,Yes,6069.0,1,235.1372,WGU Telecom Co.
No,62.0,Yes,5615.0,0,127.4601,WGU Telecom Co.
No,52.0,Yes,4485.0,0,182.4833,WGU Telecom Co.
No,42.0,Yes,3726.0,1,147.4421,WGU Telecom Co.
No,49.0,Yes,4171.0,3,162.4713,WGU Telecom Co.
No,59.0,Yes,5306.0,2,230.1051,WGU Telecom Co.
No,67.0,Yes,6656.0,1,235.1555,WGU Telecom Co.
No,62.0,Yes,5416.0,2,137.4392,WGU Telecom Co.
No,63.0,Yes,5951.0,1,177.4945,WGU Telecom Co.
No,62.0,Yes,5842.0,0,140.0013,WGU Telecom Co.
No,63.0,Yes,5826.0,1,127.4738,WGU Telecom Co.
No,65.0,Yes,5568.0,0,140.0049,WGU Telecom Co.
No,58.0,No,5152.0,1,117.472,WGU Telecom Co.
No,58.0,Yes,4989.0,0,159.965,WGU Telecom Co.
No,59.0,Yes,5141.0,1,149.9598,WGU Telecom Co.
No,63.0,Yes,5742.0,0,217.4702,WGU Telecom Co.
No,45.0,Yes,4833.0,0,212.6228,WGU Telecom Co.
No,59.0,No,5222.0,0,150.0208,WGU Telecom Co.
No,64.0,Yes,5786.0,2,207.6094,WGU Telecom Co.
No,63.0,Yes,5329.0,1,137.4686,WGU Telecom Co.
No,66.0,Yes,6240.0,0,172.4404,WGU Telecom Co.
No,47.0,Yes,3957.0,2,137.4392,WGU Telecom Co.
No,69.0,Yes,6094.0,0,204.9797,WGU Telecom Co.
No,61.0,Yes,5407.0,0,182.4538,WGU Telecom Co.
No,72.0,Yes,6230.0,2,214.9663,WGU Telecom Co.
No,59.0,Yes,4887.0,0,112.4551,WGU Telecom Co.
No,57.0,Yes,5719.0,1,167.4847,WGU Telecom Co.
No,49.0,Yes,4829.0,1,152.5104,WGU Telecom Co.
No,66.0,No,5888.0,1,172.4871,WGU Telecom Co.
No,64.0,Yes,5890.0,0,222.6362,WGU Telecom Co.
No,52.0,Yes,4967.0,1,174.9882,WGU Telecom Co.
No,69.0,No,5965.0,0,159.9642,WGU Telecom Co.
No,67.0,Yes,5697.0,0,179.9656,WGU Telecom Co.
No,46.0,No,3998.0,0,107.4806,WGU Telecom Co.
No,56.0,Yes,5429.0,3,149.9378,WGU Telecom Co.
No,67.0,Yes,6031.0,1,207.6094,WGU Telecom Co.
No,71.0,No,6240.0,2,139.9678,WGU Telecom Co.
No,72.0,No,6238.0,1,129.9926,WGU Telecom Co.
No,56.0,Yes,5061.0,1,184.9853,WGU Telecom Co.
No,63.0,Yes,6125.0,0,200.1185,WGU Telecom Co.
No,69.0,Yes,6273.0,2,117.4392,WGU Telecom Co.
No,65.0,Yes,6104.0,0,162.497,WGU Telecom Co.
No,66.0,No,5911.0,0,142.4993,WGU Telecom Co.
No,48.0,Yes,4207.0,0,184.9715,WGU Telecom Co.
No,54.0,Yes,5185.0,2,114.9509,WGU Telecom Co.
No,66.0,Yes,6042.0,0,222.65,WGU Telecom Co.
No,71.0,No,5809.0,0,92.48802,WGU Telecom Co.
No,59.0,Yes,5041.0,2,167.4564,WGU Telecom Co.
No,58.0,No,5339.0,1,159.9942,WGU Telecom Co.
Yes,62.0,Yes,6241.0,1,222.6326,WGU Telecom Co.
No,70.0,Yes,6894.0,2,242.6106,WGU Telecom Co.
No,66.0,Yes,5449.0,1,124.9643,WGU Telecom Co.
No,70.0,Yes,6312.0,0,184.9853,WGU Telecom Co.
Yes,55.0,Yes,5131.0,1,222.65,WGU Telecom Co.
No,54.0,Yes,4775.0,1,149.9598,WGU Telecom Co.
Yes,42.0,Yes,4699.0,2,235.1372,WGU Telecom Co.
No,71.0,Yes,6770.0,0,197.484,WGU Telecom Co.
No,65.0,Yes,5572.0,0,192.4705,WGU Telecom Co.
No,56.0,Yes,5361.0,3,164.9647,WGU Telecom Co.
No,66.0,Yes,5975.0,2,204.9634,WGU Telecom Co.
No,72.0,No,6557.0,1,152.509,WGU Telecom Co.
No,66.0,Yes,5753.0,2,172.4624,WGU Telecom Co.
No,60.0,Yes,5250.0,2,192.4885,WGU Telecom Co.
No,55.0,No,4871.0,1,139.9678,WGU Telecom Co.
No,59.0,No,4965.0,1,82.49655,WGU Telecom Co.
No,45.0,Yes,4594.0,1,175.0062,WGU Telecom Co.
No,50.0,Yes,4652.0,2,207.6094,WGU Telecom Co.
No,68.0,Yes,6074.0,3,217.484,WGU Telecom Co.
No,52.0,Yes,4753.0,0,94.97283,WGU Telecom Co.
No,49.0,Yes,4913.0,2,255.1372,WGU Telecom Co.
No,53.0,Yes,5460.0,1,235.1372,WGU Telecom Co.
No,68.0,Yes,6580.0,0,222.6143,WGU Telecom Co.
No,65.0,Yes,6063.0,2,114.9509,WGU Telecom Co.
No,38.0,Yes,3714.0,2,139.9349,WGU Telecom Co.
No,67.0,Yes,6273.0,1,149.9447,WGU Telecom Co.
No,65.0,Yes,5881.0,0,127.4783,WGU Telecom Co.
No,69.0,Yes,6747.0,0,232.624,WGU Telecom Co.
No,58.0,No,5109.0,2,142.5156,WGU Telecom Co.
No,51.0,No,4465.0,3,147.4713,WGU Telecom Co.
No,64.0,Yes,5377.0,0,144.9607,WGU Telecom Co.
No,54.0,Yes,5065.0,1,262.6106,WGU Telecom Co.
No,68.0,Yes,6001.0,0,172.4579,WGU Telecom Co.
No,57.0,No,4987.0,1,147.4893,WGU Telecom Co.
No,60.0,Yes,5575.0,0,117.4686,WGU Telecom Co.
No,54.0,Yes,5172.0,0,129.9621,WGU Telecom Co.
No,65.0,Yes,5995.0,1,242.6143,WGU Telecom Co.
Yes,39.0,Yes,4300.0,1,255.1336,WGU Telecom Co.
No,57.0,Yes,5450.0,2,172.4705,WGU Telecom Co.
No,72.0,No,6542.0,0,120.0035,WGU Telecom Co.
No,70.0,Yes,6512.0,0,162.4538,WGU Telecom Co.
No,71.0,Yes,6321.0,1,182.4608,WGU Telecom Co.
No,39.0,No,3368.0,0,159.9805,WGU Telecom Co.
No,45.0,Yes,4010.0,0,194.9768,WGU Telecom Co.
No,67.0,No,5957.0,1,184.9963,WGU Telecom Co.
No,55.0,Yes,4896.0,2,227.4754,WGU Telecom Co.
No,71.0,Yes,6041.0,0,149.9778,WGU Telecom Co.
No,55.0,No,4975.0,0,159.9642,WGU Telecom Co.
No,53.0,No,4502.0,0,105.011,WGU Telecom Co.
No,65.0,Yes,6221.0,1,174.9699,WGU Telecom Co.
No,51.0,Yes,4627.0,2,197.4876,WGU Telecom Co.
No,64.0,Yes,6073.0,0,147.4564,WGU Telecom Co.
No,71.0,Yes,6481.0,1,184.9853,WGU Telecom Co.
No,60.0,Yes,5989.0,1,247.6647,WGU Telecom Co.
No,53.0,No,4804.0,4,149.9707,WGU Telecom Co.
No,62.0,Yes,5674.0,1,235.1591,WGU Telecom Co.
No,65.0,No,5233.0,2,79.97886,WGU Telecom Co.
Yes,51.0,Yes,4750.0,0,204.9634,WGU Telecom Co.
No,57.0,No,5067.0,0,162.5119,WGU Telecom Co.
No,64.0,Yes,5635.0,2,164.9889,WGU Telecom Co.
No,43.0,Yes,4222.0,1,92.45514,WGU Telecom Co.
No,68.0,Yes,5829.0,1,149.9778,WGU Telecom Co.
No,70.0,Yes,6518.0,0,194.9525,WGU Telecom Co.
No,68.0,Yes,6471.0,0,164.967,WGU Telecom Co.
No,47.0,Yes,3842.0,0,144.9607,WGU Telecom Co.
No,53.0,No,4495.0,0,92.48802,WGU Telecom Co.
No,43.0,No,3772.0,2,104.9923,WGU Telecom Co.
No,64.0,No,5579.0,1,147.4713,WGU Telecom Co.
No,62.0,No,5551.0,0,175.1331,WGU Telecom Co.
No,57.0,Yes,5124.0,1,124.9607,WGU Telecom Co.
No,48.0,Yes,4652.0,4,119.9568,WGU Telecom Co.
No,63.0,Yes,6136.0,0,187.4811,WGU Telecom Co.
No,65.0,Yes,5691.0,0,182.4608,WGU Telecom Co.
Yes,45.0,No,3860.0,3,149.9776,WGU Telecom Co.
No,61.0,No,5592.0,1,200.1652,WGU Telecom Co.
No,66.0,No,5848.0,1,175.0211,WGU Telecom Co.
No,68.0,No,5430.0,0,92.48802,WGU Telecom Co.
No,46.0,Yes,4225.0,1,174.9618,WGU Telecom Co.
No,69.0,Yes,6041.0,1,114.9509,WGU Telecom Co.
No,56.0,No,4701.0,0,134.9801,WGU Telecom Co.
No,71.0,Yes,6572.0,2,149.9378,WGU Telecom Co.
No,65.0,Yes,5718.0,1,149.9598,WGU Telecom Co.
Yes,59.0,Yes,5528.0,2,252.6378,WGU Telecom Co.
No,58.0,No,5272.0,0,210.138,WGU Telecom Co.
No,65.0,Yes,5676.0,1,139.9568,WGU Telecom Co.
No,52.0,Yes,4469.0,1,137.4392,WGU Telecom Co.
No,51.0,Yes,4507.0,1,182.4653,WGU Telecom Co.
No,61.0,Yes,5361.0,1,182.4676,WGU Telecom Co.
No,51.0,Yes,5163.0,1,164.9715,WGU Telecom Co.
No,71.0,Yes,6432.0,1,207.6094,WGU Telecom Co.
No,62.0,Yes,5653.0,2,204.961,WGU Telecom Co.
No,68.0,Yes,5838.0,1,159.965,WGU Telecom Co.
No,64.0,Yes,6248.0,2,190.127,WGU Telecom Co.
No,58.0,Yes,5137.0,2,172.4441,WGU Telecom Co.
No,59.0,Yes,5105.0,1,147.4421,WGU Telecom Co.
No,59.0,No,5566.0,1,210.1518,WGU Telecom Co.
No,52.0,Yes,5258.0,3,174.9882,WGU Telecom Co.
No,52.0,No,4605.0,0,149.9707,WGU Telecom Co.
No,39.0,Yes,3451.0,2,147.4421,WGU Telecom Co.
No,51.0,Yes,5014.0,2,184.9496,WGU Telecom Co.
No,65.0,Yes,6105.0,1,149.9447,WGU Telecom Co.
No,61.0,Yes,5381.0,1,139.9568,WGU Telecom Co.
No,68.0,Yes,6108.0,3,214.9525,WGU Telecom Co.
No,66.0,Yes,5730.0,1,152.4798,WGU Telecom Co.
No,71.0,Yes,6075.0,0,192.4885,WGU Telecom Co.
No,50.0,Yes,4495.0,1,207.4974,WGU Telecom Co.
No,56.0,Yes,5205.0,3,152.4742,WGU Telecom Co.
No,60.0,Yes,5618.0,0,262.6106,WGU Telecom Co.
No,63.0,Yes,6318.0,0,197.4702,WGU Telecom Co.
Yes,69.0,Yes,6425.0,2,265.1283,WGU Telecom Co.
No,69.0,Yes,6275.0,2,159.9656,WGU Telecom Co.
No,60.0,Yes,5346.0,1,182.4538,WGU Telecom Co.
No,58.0,Yes,5657.0,0,162.497,WGU Telecom Co.
No,58.0,Yes,5305.0,2,214.9663,WGU Telecom Co.
No,72.0,Yes,6362.0,1,92.45514,WGU Telecom Co.
No,69.0,Yes,6600.0,0,290.1604,WGU Telecom Co.
No,43.0,Yes,4530.0,1,184.9634,WGU Telecom Co.
No,60.0,Yes,5099.0,2,157.4836,WGU Telecom Co.
No,55.0,Yes,5277.0,1,129.9621,WGU Telecom Co.
No,68.0,Yes,6761.0,2,257.6375,WGU Telecom Co.
No,69.0,Yes,6130.0,1,182.4608,WGU Telecom Co.
No,58.0,Yes,4981.0,0,137.4686,WGU Telecom Co.
No,44.0,Yes,3797.0,1,124.9643,WGU Telecom Co.
No,67.0,Yes,5789.0,1,182.447,WGU Telecom Co.
No,48.0,Yes,4562.0,3,137.4836,WGU Telecom Co.
No,60.0,Yes,5758.0,1,242.6281,WGU Telecom Co.
No,54.0,Yes,4582.0,1,159.9512,WGU Telecom Co.
No,68.0,Yes,5916.0,4,192.4567,WGU Telecom Co.
No,68.0,Yes,6219.0,2,149.9598,WGU Telecom Co.
No,65.0,No,5864.0,1,139.9816,WGU Telecom Co.
No,59.0,Yes,5898.0,2,190.127,WGU Telecom Co.
No,65.0,Yes,5914.0,0,152.4742,WGU Telecom Co.
No,60.0,Yes,5663.0,1,132.466,WGU Telecom Co.
No,70.0,Yes,6319.0,0,149.9598,WGU Telecom Co.
No,70.0,No,6670.0,3,232.652,WGU Telecom Co.
No,52.0,Yes,4403.0,1,167.4564,WGU Telecom Co.
No,69.0,Yes,6172.0,0,162.4526,WGU Telecom Co.
No,71.0,Yes,6667.0,2,200.1185,WGU Telecom Co.
No,44.0,Yes,4182.0,0,204.9634,WGU Telecom Co.
No,68.0,No,6188.0,0,187.656,WGU Telecom Co.
No,71.0,Yes,6671.0,0,107.4958,WGU Telecom Co.
No,62.0,Yes,5378.0,2,182.447,WGU Telecom Co.
No,65.0,Yes,5757.0,2,162.4526,WGU Telecom Co.
Yes,39.0,Yes,4172.0,2,232.624,WGU Telecom Co.
No,63.0,Yes,5503.0,0,159.965,WGU Telecom Co.
No,54.0,Yes,4806.0,1,179.9794,WGU Telecom Co.
No,58.0,No,4880.0,2,114.9658,WGU Telecom Co.
No,46.0,Yes,4405.0,1,137.4836,WGU Telecom Co.
No,42.0,Yes,3983.0,0,124.9607,WGU Telecom Co.
No,56.0,No,4967.0,2,194.9992,WGU Telecom Co.
No,53.0,No,4663.0,1,147.4713,WGU Telecom Co.
No,62.0,Yes,5389.0,0,194.9699,WGU Telecom Co.
No,70.0,Yes,6327.0,2,117.4686,WGU Telecom Co.
No,60.0,Yes,5709.0,0,152.4624,WGU Telecom Co.
No,58.0,No,5160.0,1,172.4871,WGU Telecom Co.
No,66.0,Yes,5727.0,3,147.4421,WGU Telecom Co.
No,68.0,Yes,5899.0,0,172.5104,WGU Telecom Co.
No,55.0,Yes,4776.0,3,149.9621,WGU Telecom Co.
No,62.0,Yes,5360.0,4,182.4676,WGU Telecom Co.
No,63.0,Yes,5696.0,1,214.9663,WGU Telecom Co.
No,68.0,No,5636.0,0,117.5015,WGU Telecom Co.
No,56.0,Yes,5494.0,2,182.4433,WGU Telecom Co.
No,59.0,Yes,5563.0,0,127.4783,WGU Telecom Co.
No,43.0,Yes,3697.0,1,179.9656,WGU Telecom Co.
No,68.0,Yes,6470.0,2,182.4433,WGU Telecom Co.
No,58.0,Yes,5511.0,3,182.4433,WGU Telecom Co.
No,66.0,No,5642.0,0,107.5286,WGU Telecom Co.
No,72.0,Yes,6789.0,3,162.4608,WGU Telecom Co.
No,63.0,Yes,5787.0,2,117.4392,WGU Telecom Co.
No,63.0,Yes,5536.0,1,204.9496,WGU Telecom Co.
No,69.0,Yes,6463.0,0,172.4885,WGU Telecom Co.
No,66.0,Yes,6309.0,1,152.4555,WGU Telecom Co.
No,64.0,Yes,5813.0,2,139.9512,WGU Telecom Co.
No,66.0,Yes,5751.0,1,159.9349,WGU Telecom Co.
No,64.0,Yes,5993.0,0,184.9496,WGU Telecom Co.
No,61.0,Yes,5530.0,0,142.4689,WGU Telecom Co.
Yes,57.0,Yes,5590.0,4,162.4676,WGU Telecom Co.
No,64.0,Yes,5273.0,0,144.9607,WGU Telecom Co.
No,60.0,No,5375.0,0,159.9642,WGU Telecom Co.
No,52.0,No,4598.0,0,140.0342,WGU Telecom Co.
Yes,71.0,Yes,6744.0,1,187.6094,WGU Telecom Co.
No,56.0,No,4856.0,0,134.9801,WGU Telecom Co.
No,58.0,Yes,5041.0,1,169.9447,WGU Telecom Co.
No,46.0,Yes,4524.0,0,162.4833,WGU Telecom Co.
No,69.0,Yes,6106.0,0,182.4608,WGU Telecom Co.
No,65.0,Yes,5995.0,3,142.4713,WGU Telecom Co.
No,63.0,No,5619.0,2,169.9671,WGU Telecom Co.
No,68.0,No,6014.0,0,130.0064,WGU Telecom Co.
No,53.0,Yes,5006.0,0,220.1185,WGU Telecom Co.
No,70.0,No,5941.0,0,95.01949,WGU Telecom Co.
No,67.0,No,5879.0,1,187.656,WGU Telecom Co.
No,65.0,Yes,6094.0,2,117.4686,WGU Telecom Co.
No,44.0,No,3927.0,2,152.4907,WGU Telecom Co.
No,40.0,No,3836.0,2,149.9776,WGU Telecom Co.
No,60.0,No,5451.0,1,162.5119,WGU Telecom Co.
No,42.0,Yes,4405.0,1,202.65,WGU Telecom Co.
No,45.0,Yes,4364.0,1,242.6281,WGU Telecom Co.
No,39.0,Yes,3496.0,2,137.4686,WGU Telecom Co.
No,66.0,No,6103.0,1,242.6573,WGU Telecom Co.
No,43.0,Yes,3788.0,2,147.4421,WGU Telecom Co.
No,70.0,Yes,6546.0,2,139.965,WGU Telecom Co.
No,68.0,Yes,5810.0,2,159.965,WGU Telecom Co.
No,69.0,Yes,5867.0,2,159.983,WGU Telecom Co.
No,61.0,Yes,5959.0,0,245.1457,WGU Telecom Co.
No,56.0,Yes,5022.0,0,179.9476,WGU Telecom Co.
No,46.0,Yes,4130.0,0,169.9447,WGU Telecom Co.
No,65.0,No,5653.0,1,114.9976,WGU Telecom Co.
No,58.0,Yes,5110.0,0,182.4608,WGU Telecom Co.
No,56.0,No,4859.0,2,104.9923,WGU Telecom Co.
No,67.0,No,5740.0,1,107.5286,WGU Telecom Co.
No,58.0,No,4992.0,2,117.4858,WGU Telecom Co.
No,65.0,Yes,5617.0,0,147.4783,WGU Telecom Co.
No,69.0,Yes,6085.0,0,194.9699,WGU Telecom Co.
No,48.0,Yes,4698.0,1,194.9525,WGU Telecom Co.
No,67.0,No,5936.0,1,152.5022,WGU Telecom Co.
No,66.0,No,5805.0,0,149.9707,WGU Telecom Co.
No,67.0,Yes,5895.0,2,184.9647,WGU Telecom Co.
No,63.0,Yes,5714.0,1,275.1198,WGU Telecom Co.
No,58.0,Yes,5155.0,1,192.4404,WGU Telecom Co.
No,56.0,Yes,5202.0,3,104.9781,WGU Telecom Co.
No,36.0,Yes,3479.0,1,220.1185,WGU Telecom Co.
No,67.0,Yes,6200.0,0,162.497,WGU Telecom Co.
No,62.0,No,5223.0,1,92.5018,WGU Telecom Co.
No,51.0,Yes,5341.0,1,235.1417,WGU Telecom Co.
No,56.0,Yes,4927.0,2,159.965,WGU Telecom Co.
No,71.0,No,5994.0,0,114.9838,WGU Telecom Co.
No,70.0,Yes,6334.0,0,172.4579,WGU Telecom Co.
No,70.0,Yes,7138.0,1,225.1457,WGU Telecom Co.
No,60.0,No,5299.0,0,160.0122,WGU Telecom Co.
No,71.0,No,6104.0,0,134.9801,WGU Telecom Co.
No,69.0,Yes,5897.0,0,137.4686,WGU Telecom Co.
No,49.0,Yes,4606.0,0,159.9794,WGU Telecom Co.
No,71.0,Yes,6194.0,1,202.4433,WGU Telecom Co.
No,47.0,No,4555.0,1,175.1331,WGU Telecom Co.
No,69.0,Yes,6077.0,0,214.9525,WGU Telecom Co.
No,71.0,Yes,6677.0,2,144.9889,WGU Telecom Co.
No,67.0,No,5869.0,0,149.9913,WGU Telecom Co.
No,66.0,Yes,5785.0,1,169.9447,WGU Telecom Co.
No,69.0,No,5814.0,3,112.4844,WGU Telecom Co.
No,55.0,No,5158.0,2,210.1518,WGU Telecom Co.
