Churn,Internet_Service,Data_Usage,Customer_Service_Calls,MonthlyCharge,Account_Age,Source
Yes,Yes,51.0,2,90.4,11.0,Kaggle Competitor
No,No,4.0,0,58.6,10.0,Kaggle Competitor
Yes,Yes,44.0,1,87.5,28.0,Kaggle Competitor
No,No,5.0,0,59.2,21.0,Kaggle Competitor
No,No,0.0,1,50.0,20.0,Kaggle Competitor
No,No,3.0,3,51.8,14.0,Kaggle Competitor
No,No,3.0,1,55.9,20.0,Kaggle Competitor
No,No,3.0,0,42.6,32.0,Kaggle Competitor
No,Yes,31.0,6,72.7,5.0,Kaggle Competitor
Yes,No,0.0,0,74.0,30.0,Kaggle Competitor
No,No,0.0,0,34.0,24.0,Kaggle Competitor
Yes,Yes,38.0,4,68.9,21.0,Kaggle Competitor
Yes,No,0.0,4,70.0,14.0,Kaggle Competitor
No,No,0.0,0,37.0,37.0,Kaggle Competitor
No,No,0.0,3,50.0,12.0,Kaggle Competitor
No,Yes,22.0,1,58.6,24.0,Kaggle Competitor
No,Yes,42.0,1,75.1,19.0,Kaggle Competitor
No,No,3.0,1,58.9,21.0,Kaggle Competitor
No,No,0.0,1,51.0,18.0,Kaggle Competitor
Yes,No,0.0,1,81.0,15.0,Kaggle Competitor
No,Yes,38.0,1,63.9,37.0,Kaggle Competitor
Yes,Yes,27.0,1,90.4,25.0,Kaggle Competitor
No,No,3.0,3,41.8,32.0,Kaggle Competitor
No,No,0.0,1,63.0,41.0,Kaggle Competitor
No,Yes,13.0,0,65.5,9.0,Kaggle Competitor
No,Yes,26.0,2,66.3,12.0,Kaggle Competitor
No,Yes,25.0,1,49.8,10.0,Kaggle Competitor
No,No,2.0,0,35.7,16.0,Kaggle Competitor
No,Yes,34.0,3,91.1,34.0,Kaggle Competitor
No,No,0.0,1,46.0,22.0,Kaggle Competitor
No,No,0.0,0,37.0,41.0,Kaggle Competitor
No,No,3.0,2,58.3,27.0,Kaggle Competitor
No,No,0.0,0,51.0,14.0,Kaggle Competitor
No,No,0.0,0,50.0,38.0,Kaggle Competitor
Yes,No,0.0,2,67.0,31.0,Kaggle Competitor
No,No,0.0,1,36.0,32.0,Kaggle Competitor
No,Yes,22.0,2,56.4,21.0,Kaggle Competitor
No,Yes,27.0,0,70.1,12.0,Kaggle Competitor
No,Yes,40.0,1,80.2,15.0,Kaggle Competitor
No,No,0.0,2,47.0,3.0,Kaggle Competitor
No,No,0.0,2,60.0,11.0,Kaggle Competitor
No,No,0.0,1,41.0,42.0,Kaggle Competitor
No,Yes,37.0,2,64.8,39.0,Kaggle Competitor
No,No,0.0,3,46.0,36.0,Kaggle Competitor
No,No,0.0,0,64.0,24.0,Kaggle Competitor
No,No,0.0,2,49.0,3.0,Kaggle Competitor
No,No,4.0,2,38.6,42.0,Kaggle Competitor
No,No,0.0,1,43.0,24.0,Kaggle Competitor
No,No,0.0,0,27.0,23.0,Kaggle Competitor
No,No,0.0,0,57.0,28.0,Kaggle Competitor
No,No,0.0,1,38.0,9.0,Kaggle Competitor
No,No,0.0,2,51.0,30.0,Kaggle Competitor
Yes,No,0.0,1,65.0,17.0,Kaggle Competitor
No,No,0.0,1,38.0,3.0,Kaggle Competitor
No,Yes,46.0,2,80.3,26.0,Kaggle Competitor
No,No,5.0,1,47.2,15.0,Kaggle Competitor
No,No,0.0,0,42.0,35.0,Kaggle Competitor
No,No,0.0,2,41.0,23.0,Kaggle Competitor
No,No,0.0,1,45.0,34.0,Kaggle Competitor
No,Yes,40.0,1,101.2,34.0,Kaggle Competitor
No,Yes,32.0,2,68.0,15.0,Kaggle Competitor
Yes,No,0.0,1,55.0,37.0,Kaggle Competitor
No,No,0.0,1,57.0,16.0,Kaggle Competitor
No,No,0.0,0,54.0,27.0,Kaggle Competitor
Yes,Yes,30.0,2,82.1,23.0,Kaggle Competitor
No,No,3.0,1,42.9,20.0,Kaggle Competitor
No,No,4.0,1,55.2,20.0,Kaggle Competitor
No,No,0.0,2,52.0,16.0,Kaggle Competitor
No,No,0.0,2,35.0,30.0,Kaggle Competitor
No,No,2.0,2,52.8,27.0,Kaggle Competitor
No,Yes,39.0,3,74.4,27.0,Kaggle Competitor
No,No,0.0,0,37.0,20.0,Kaggle Competitor
Yes,No,0.0,5,29.0,26.0,Kaggle Competitor
No,No,0.0,2,39.0,17.0,Kaggle Competitor
No,No,0.0,4,51.0,35.0,Kaggle Competitor
No,Yes,52.0,0,102.5,37.0,Kaggle Competitor
No,Yes,32.0,0,58.7,21.0,Kaggle Competitor
No,No,0.0,3,45.0,29.0,Kaggle Competitor
No,No,0.0,4,54.0,22.0,Kaggle Competitor
No,No,0.0,4,44.0,50.0,Kaggle Competitor
No,No,4.0,0,62.1,36.0,Kaggle Competitor
No,No,4.0,0,51.3,23.0,Kaggle Competitor
No,No,0.0,0,56.0,20.0,Kaggle Competitor
No,No,0.0,1,40.0,18.0,Kaggle Competitor
No,Yes,42.0,2,66.8,32.0,Kaggle Competitor
No,No,0.0,0,60.0,24.0,Kaggle Competitor
No,No,0.0,1,24.0,23.0,Kaggle Competitor
No,No,3.0,2,46.1,18.0,Kaggle Competitor
No,No,0.0,1,37.0,12.0,Kaggle Competitor
No,No,0.0,1,43.0,37.0,Kaggle Competitor
No,No,0.0,0,43.0,15.0,Kaggle Competitor
No,Yes,43.0,1,68.9,20.0,Kaggle Competitor
No,No,0.0,0,53.0,21.0,Kaggle Competitor
No,No,3.0,1,59.9,40.0,Kaggle Competitor
No,No,0.0,1,41.0,29.0,Kaggle Competitor
No,Yes,33.0,1,78.8,30.0,Kaggle Competitor
No,Yes,32.0,1,59.7,44.0,Kaggle Competitor
No,No,0.0,1,29.0,23.0,Kaggle Competitor
No,Yes,42.0,2,71.8,43.0,Kaggle Competitor
No,Yes,32.0,0,85.7,16.0,Kaggle Competitor
No,Yes,38.0,0,87.9,27.0,Kaggle Competitor
No,No,4.0,1,50.2,27.0,Kaggle Competitor
No,No,3.0,0,51.1,29.0,Kaggle Competitor
No,No,0.0,1,46.0,5.0,Kaggle Competitor
No,No,0.0,1,43.0,17.0,Kaggle Competitor
No,No,0.0,1,56.0,31.0,Kaggle Competitor
No,Yes,46.0,1,89.6,38.0,Kaggle Competitor
No,No,4.0,1,42.2,10.0,Kaggle Competitor
No,No,0.0,2,55.0,41.0,Kaggle Competitor
No,No,0.0,0,49.0,25.0,Kaggle Competitor
No,Yes,21.0,1,39.6,12.0,Kaggle Competitor
Yes,No,0.0,4,36.0,25.0,Kaggle Competitor
Yes,No,0.0,0,74.0,18.0,Kaggle Competitor
No,No,0.0,1,55.0,36.0,Kaggle Competitor
No,No,0.0,0,48.0,26.0,Kaggle Competitor
No,Yes,24.0,1,89.3,15.0,Kaggle Competitor
No,No,0.0,3,56.0,20.0,Kaggle Competitor
No,No,0.0,3,54.0,19.0,Kaggle Competitor
No,No,0.0,3,61.0,26.0,Kaggle Competitor
No,No,0.0,2,62.0,14.0,Kaggle Competitor
No,No,0.0,3,44.0,26.0,Kaggle Competitor
No,No,0.0,1,55.0,25.0,Kaggle Competitor
No,Yes,42.0,0,71.8,24.0,Kaggle Competitor
No,No,0.0,2,52.0,20.0,Kaggle Competitor
No,No,6.0,0,47.6,30.0,Kaggle Competitor
No,No,3.0,2,51.7,14.0,Kaggle Competitor
No,No,5.0,1,50.5,34.0,Kaggle Competitor
No,No,3.0,2,33.8,48.0,Kaggle Competitor
No,No,0.0,0,56.0,26.0,Kaggle Competitor
No,No,0.0,1,64.0,24.0,Kaggle Competitor
No,No,0.0,1,38.0,21.0,Kaggle Competitor
No,Yes,42.0,1,102.1,13.0,Kaggle Competitor
No,No,5.0,1,53.1,23.0,Kaggle Competitor
No,No,0.0,3,62.0,36.0,Kaggle Competitor
No,Yes,27.0,1,80.4,27.0,Kaggle Competitor
No,No,0.0,2,49.0,7.0,Kaggle Competitor
Yes,No,0.0,4,39.0,26.0,Kaggle Competitor
No,No,0.0,0,46.0,12.0,Kaggle Competitor
No,No,0.0,4,54.0,17.0,Kaggle Competitor
Yes,Yes,42.0,2,90.8,31.0,Kaggle Competitor
No,No,5.0,3,52.2,20.0,Kaggle Competitor
No,Yes,42.0,3,81.6,23.0,Kaggle Competitor
No,No,0.0,3,47.0,35.0,Kaggle Competitor
No,No,0.0,0,40.0,27.0,Kaggle Competitor
No,No,5.0,2,51.1,27.0,Kaggle Competitor
No,No,3.0,0,45.3,13.0,Kaggle Competitor
No,No,0.0,0,31.0,19.0,Kaggle Competitor
No,No,0.0,1,60.0,35.0,Kaggle Competitor
No,Yes,35.0,1,80.4,25.0,Kaggle Competitor
Yes,No,0.0,1,46.0,23.0,Kaggle Competitor
No,No,0.0,3,49.0,30.0,Kaggle Competitor
No,No,0.0,1,53.0,31.0,Kaggle Competitor
No,No,0.0,3,43.0,11.0,Kaggle Competitor
No,No,0.0,3,56.0,43.0,Kaggle Competitor
No,No,0.0,1,41.0,25.0,Kaggle Competitor
Yes,No,0.0,5,41.0,21.0,Kaggle Competitor
Yes,No,0.0,1,54.0,37.0,Kaggle Competitor
No,Yes,32.0,2,69.0,3.0,Kaggle Competitor
No,No,0.0,1,49.0,38.0,Kaggle Competitor
No,No,3.0,2,37.6,26.0,Kaggle Competitor
No,Yes,24.0,2,53.7,23.0,Kaggle Competitor
No,Yes,55.0,0,93.6,37.0,Kaggle Competitor
No,Yes,40.0,2,82.2,26.0,Kaggle Competitor
No,No,0.0,2,30.0,16.0,Kaggle Competitor
No,No,0.0,1,22.0,28.0,Kaggle Competitor
No,Yes,42.0,1,89.1,23.0,Kaggle Competitor
No,Yes,38.0,1,63.9,19.0,Kaggle Competitor
Yes,No,0.0,5,40.0,15.0,Kaggle Competitor
No,No,0.0,1,57.0,24.0,Kaggle Competitor
No,Yes,39.0,2,92.9,33.0,Kaggle Competitor
Yes,Yes,47.0,1,103.9,24.0,Kaggle Competitor
No,Yes,37.0,1,76.5,4.0,Kaggle Competitor
No,No,5.0,1,47.2,11.0,Kaggle Competitor
No,No,0.0,2,54.0,29.0,Kaggle Competitor
No,Yes,33.0,1,78.3,2.0,Kaggle Competitor
No,No,0.0,1,52.0,36.0,Kaggle Competitor
Yes,No,0.0,6,39.0,24.0,Kaggle Competitor
No,Yes,32.0,0,81.0,24.0,Kaggle Competitor
No,No,5.0,2,53.9,36.0,Kaggle Competitor
No,No,0.0,0,44.0,7.0,Kaggle Competitor
No,No,0.0,1,45.0,37.0,Kaggle Competitor
No,Yes,34.0,0,87.6,22.0,Kaggle Competitor
No,No,0.0,3,38.0,28.0,Kaggle Competitor
No,No,0.0,2,31.0,9.0,Kaggle Competitor
Yes,No,0.0,5,44.0,30.0,Kaggle Competitor
No,Yes,37.0,0,79.5,27.0,Kaggle Competitor
No,No,0.0,1,51.0,4.0,Kaggle Competitor
No,No,0.0,1,34.0,23.0,Kaggle Competitor
No,Yes,26.0,1,75.9,17.0,Kaggle Competitor
Yes,No,0.0,4,41.0,38.0,Kaggle Competitor
No,No,0.0,1,48.0,30.0,Kaggle Competitor
No,No,2.0,1,42.0,27.0,Kaggle Competitor
No,No,0.0,1,49.0,14.0,Kaggle Competitor
No,No,0.0,0,39.0,29.0,Kaggle Competitor
No,Yes,34.0,0,61.6,11.0,Kaggle Competitor
No,No,0.0,3,45.0,9.0,Kaggle Competitor
No,No,0.0,0,42.0,40.0,Kaggle Competitor
No,Yes,23.0,1,73.2,36.0,Kaggle Competitor
No,Yes,39.0,2,75.4,15.0,Kaggle Competitor
No,Yes,26.0,0,98.6,12.0,Kaggle Competitor
No,No,5.0,3,39.2,17.0,Kaggle Competitor
No,No,0.0,1,44.0,30.0,Kaggle Competitor
No,No,2.0,1,47.0,33.0,Kaggle Competitor
No,No,0.0,1,40.0,20.0,Kaggle Competitor
No,No,0.0,0,53.0,25.0,Kaggle Competitor
No,No,0.0,1,43.0,7.0,Kaggle Competitor
No,No,0.0,2,49.0,38.0,Kaggle Competitor
No,No,0.0,1,57.0,25.0,Kaggle Competitor
No,Yes,19.0,1,54.7,17.0,Kaggle Competitor
No,Yes,28.0,0,69.2,31.0,Kaggle Competitor
No,No,0.0,4,50.0,3.0,Kaggle Competitor
No,No,0.0,3,36.0,21.0,Kaggle Competitor
No,Yes,36.0,3,79.2,26.0,Kaggle Competitor
No,Yes,24.0,1,77.7,23.0,Kaggle Competitor
No,No,0.0,0,52.0,17.0,Kaggle Competitor
No,Yes,24.0,1,75.3,15.0,Kaggle Competitor
Yes,No,0.0,3,64.0,40.0,Kaggle Competitor
No,Yes,29.0,2,71.3,35.0,Kaggle Competitor
No,No,3.0,2,56.9,16.0,Kaggle Competitor
No,No,2.0,3,56.5,28.0,Kaggle Competitor
No,Yes,28.0,0,67.5,30.0,Kaggle Competitor
No,Yes,19.0,2,73.9,33.0,Kaggle Competitor
No,No,0.0,1,40.0,7.0,Kaggle Competitor
No,Yes,36.0,0,74.2,20.0,Kaggle Competitor
No,No,0.0,0,32.0,34.0,Kaggle Competitor
No,No,0.0,2,45.0,34.0,Kaggle Competitor
Yes,No,0.0,4,62.0,20.0,Kaggle Competitor
Yes,Yes,28.0,5,69.5,27.0,Kaggle Competitor
No,No,0.0,1,47.0,11.0,Kaggle Competitor
No,No,0.0,1,54.0,31.0,Kaggle Competitor
No,No,0.0,1,54.0,23.0,Kaggle Competitor
No,No,0.0,4,56.0,23.0,Kaggle Competitor
No,Yes,43.0,2,75.2,17.0,Kaggle Competitor
No,Yes,25.0,1,80.5,41.0,Kaggle Competitor
No,Yes,38.0,1,90.3,23.0,Kaggle Competitor
No,Yes,26.0,2,77.6,27.0,Kaggle Competitor
No,No,0.0,0,33.0,20.0,Kaggle Competitor
No,Yes,17.0,1,62.8,36.0,Kaggle Competitor
Yes,No,0.0,1,63.0,18.0,Kaggle Competitor
No,No,0.0,1,50.0,35.0,Kaggle Competitor
No,Yes,31.0,0,67.2,21.0,Kaggle Competitor
No,Yes,37.0,2,75.5,3.0,Kaggle Competitor
No,No,0.0,3,50.0,35.0,Kaggle Competitor
No,Yes,42.0,0,83.6,33.0,Kaggle Competitor
No,No,2.0,1,65.0,11.0,Kaggle Competitor
No,No,0.0,1,51.0,22.0,Kaggle Competitor
No,No,0.0,1,50.0,32.0,Kaggle Competitor
No,No,0.0,1,54.0,29.0,Kaggle Competitor
No,No,3.0,2,41.9,28.0,Kaggle Competitor
No,No,0.0,1,52.0,32.0,Kaggle Competitor
No,No,0.0,3,42.0,22.0,Kaggle Competitor
No,Yes,35.0,4,77.9,18.0,Kaggle Competitor
No,Yes,25.0,3,82.5,30.0,Kaggle Competitor
No,No,0.0,1,49.0,8.0,Kaggle Competitor
No,No,0.0,2,43.0,41.0,Kaggle Competitor
No,No,0.0,2,41.0,6.0,Kaggle Competitor
No,No,0.0,3,58.0,26.0,Kaggle Competitor
No,Yes,37.0,1,79.8,20.0,Kaggle Competitor
No,No,0.0,1,45.0,28.0,Kaggle Competitor
No,No,0.0,1,31.0,17.0,Kaggle Competitor
No,No,0.0,2,50.0,25.0,Kaggle Competitor
No,Yes,40.0,0,80.2,37.0,Kaggle Competitor
No,Yes,29.0,1,69.0,29.0,Kaggle Competitor
No,No,3.0,2,39.7,41.0,Kaggle Competitor
No,No,0.0,1,57.0,21.0,Kaggle Competitor
Yes,No,0.0,0,66.0,24.0,Kaggle Competitor
Yes,No,3.0,0,59.3,6.0,Kaggle Competitor
No,No,0.0,0,26.0,11.0,Kaggle Competitor
No,No,0.0,2,36.0,20.0,Kaggle Competitor
No,No,4.0,4,52.5,38.0,Kaggle Competitor
No,No,4.0,0,52.0,21.0,Kaggle Competitor
No,No,0.0,3,40.0,13.0,Kaggle Competitor
No,Yes,26.0,3,77.9,34.0,Kaggle Competitor
No,No,5.0,2,49.3,15.0,Kaggle Competitor
Yes,Yes,31.0,4,68.9,25.0,Kaggle Competitor
No,No,3.0,5,53.9,37.0,Kaggle Competitor
No,No,0.0,3,64.0,31.0,Kaggle Competitor
No,Yes,36.0,1,79.7,27.0,Kaggle Competitor
No,Yes,25.0,1,76.8,10.0,Kaggle Competitor
No,No,3.0,2,46.3,28.0,Kaggle Competitor
No,No,0.0,5,50.0,32.0,Kaggle Competitor
No,No,0.0,1,39.0,30.0,Kaggle Competitor
No,No,5.0,0,52.8,23.0,Kaggle Competitor
No,No,3.0,2,63.9,13.0,Kaggle Competitor
No,No,0.0,1,36.0,19.0,Kaggle Competitor
No,No,0.0,3,44.0,20.0,Kaggle Competitor
No,No,0.0,2,55.0,27.0,Kaggle Competitor
No,No,5.0,4,55.8,20.0,Kaggle Competitor
Yes,Yes,36.0,2,79.0,14.0,Kaggle Competitor
No,No,0.0,0,38.0,21.0,Kaggle Competitor
No,No,0.0,2,44.0,23.0,Kaggle Competitor
No,No,0.0,1,48.0,17.0,Kaggle Competitor
No,No,0.0,2,55.0,25.0,Kaggle Competitor
No,Yes,41.0,2,76.8,13.0,Kaggle Competitor
No,Yes,31.0,3,67.7,17.0,Kaggle Competitor
No,No,0.0,3,46.0,7.0,Kaggle Competitor
No,No,0.0,4,48.0,36.0,Kaggle Competitor
Yes,Yes,24.0,1,70.3,9.0,Kaggle Competitor
No,No,3.0,1,41.8,17.0,Kaggle Competitor
No,Yes,33.0,1,90.3,22.0,Kaggle Competitor
No,No,0.0,0,41.0,10.0,Kaggle Competitor
No,No,4.0,1,53.4,20.0,Kaggle Competitor
No,No,4.0,0,62.3,30.0,Kaggle Competitor
Yes,Yes,36.0,4,69.7,13.0,Kaggle Competitor
No,No,0.0,0,53.0,17.0,Kaggle Competitor
No,Yes,26.0,1,84.3,19.0,Kaggle Competitor
No,No,0.0,4,47.0,19.0,Kaggle Competitor
Yes,No,0.0,6,32.0,6.0,Kaggle Competitor
No,No,0.0,0,48.0,26.0,Kaggle Competitor
No,Yes,37.0,2,63.8,1.0,Kaggle Competitor
Yes,No,0.0,1,68.0,12.0,Kaggle Competitor
No,Yes,48.0,1,93.7,16.0,Kaggle Competitor
Yes,No,4.0,0,69.5,38.0,Kaggle Competitor
No,No,4.0,2,45.6,20.0,Kaggle Competitor
Yes,No,0.0,0,37.0,13.0,Kaggle Competitor
No,No,3.0,0,43.7,25.0,Kaggle Competitor
No,No,0.0,4,58.0,26.0,Kaggle Competitor
No,No,0.0,2,35.0,33.0,Kaggle Competitor
Yes,No,0.0,5,67.0,31.0,Kaggle Competitor
No,Yes,29.0,4,81.3,25.0,Kaggle Competitor
No,Yes,24.0,1,57.3,25.0,Kaggle Competitor
No,No,0.0,2,45.0,34.0,Kaggle Competitor
No,No,4.0,1,63.0,13.0,Kaggle Competitor
No,No,4.0,0,41.7,30.0,Kaggle Competitor
No,No,0.0,0,61.0,21.0,Kaggle Competitor
No,Yes,47.0,1,81.2,15.0,Kaggle Competitor
No,No,0.0,0,61.0,28.0,Kaggle Competitor
No,No,5.0,1,56.9,38.0,Kaggle Competitor
No,No,3.0,1,40.4,15.0,Kaggle Competitor
No,No,0.0,0,49.0,17.0,Kaggle Competitor
No,No,0.0,2,57.0,18.0,Kaggle Competitor
No,Yes,42.0,2,84.8,23.0,Kaggle Competitor
No,Yes,25.0,1,86.1,32.0,Kaggle Competitor
Yes,No,0.0,2,63.0,11.0,Kaggle Competitor
No,No,3.0,3,51.1,11.0,Kaggle Competitor
No,No,2.0,3,33.3,32.0,Kaggle Competitor
Yes,No,0.0,1,66.0,39.0,Kaggle Competitor
No,No,5.0,1,55.2,2.0,Kaggle Competitor
No,No,0.0,3,33.0,20.0,Kaggle Competitor
No,No,0.0,2,46.0,20.0,Kaggle Competitor
Yes,No,0.0,3,48.0,19.0,Kaggle Competitor
No,No,0.0,3,50.0,32.0,Kaggle Competitor
No,No,0.0,0,47.0,20.0,Kaggle Competitor
No,No,4.0,2,47.4,32.0,Kaggle Competitor
Yes,No,0.0,1,30.0,10.0,Kaggle Competitor
No,No,0.0,1,49.0,21.0,Kaggle Competitor
No,No,0.0,1,46.0,24.0,Kaggle Competitor
No,No,3.0,2,58.1,23.0,Kaggle Competitor
No,No,0.0,3,46.0,25.0,Kaggle Competitor
No,No,0.0,2,50.0,29.0,Kaggle Competitor
No,No,0.0,2,50.0,2.0,Kaggle Competitor
No,Yes,24.0,2,72.3,20.0,Kaggle Competitor
No,No,4.0,2,57.2,28.0,Kaggle Competitor
No,No,0.0,3,58.0,23.0,Kaggle Competitor
No,Yes,47.0,2,88.2,24.0,Kaggle Competitor
No,No,0.0,1,53.0,12.0,Kaggle Competitor
Yes,No,3.0,2,37.7,0.0,Kaggle Competitor
No,No,0.0,0,53.0,26.0,Kaggle Competitor
No,No,0.0,2,42.0,27.0,Kaggle Competitor
Yes,Yes,32.0,6,69.0,4.0,Kaggle Competitor
No,No,0.0,2,56.0,30.0,Kaggle Competitor
Yes,No,3.0,2,31.9,44.0,Kaggle Competitor
No,No,5.0,1,57.0,26.0,Kaggle Competitor
No,No,3.0,2,39.9,32.0,Kaggle Competitor
No,Yes,45.0,2,84.3,43.0,Kaggle Competitor
No,No,0.0,3,56.0,23.0,Kaggle Competitor
No,Yes,34.0,3,81.4,22.0,Kaggle Competitor
No,Yes,35.0,1,81.2,2.0,Kaggle Competitor
Yes,No,0.0,1,69.0,29.0,Kaggle Competitor
No,No,0.0,0,47.0,16.0,Kaggle Competitor
No,No,0.0,3,61.0,29.0,Kaggle Competitor
Yes,No,5.0,0,57.8,22.0,Kaggle Competitor
No,No,0.0,2,46.0,6.0,Kaggle Competitor
Yes,No,0.0,4,44.0,21.0,Kaggle Competitor
No,No,0.0,1,49.0,44.0,Kaggle Competitor
No,Yes,37.0,1,89.1,7.0,Kaggle Competitor
No,Yes,13.0,2,58.1,12.0,Kaggle Competitor
No,No,0.0,0,51.0,17.0,Kaggle Competitor
Yes,No,0.0,0,62.0,26.0,Kaggle Competitor
Yes,No,0.0,4,14.0,23.0,Kaggle Competitor
Yes,No,0.0,1,39.0,24.0,Kaggle Competitor
No,No,0.0,0,55.0,26.0,Kaggle Competitor
No,No,3.0,1,46.6,14.0,Kaggle Competitor
No,Yes,18.0,2,53.1,16.0,Kaggle Competitor
Yes,No,5.0,0,73.0,13.0,Kaggle Competitor
No,No,0.0,1,33.0,3.0,Kaggle Competitor
No,Yes,42.0,0,68.4,31.0,Kaggle Competitor
No,No,3.0,0,40.4,28.0,Kaggle Competitor
No,No,3.0,2,47.6,24.0,Kaggle Competitor
No,Yes,44.0,3,108.7,12.0,Kaggle Competitor
No,No,0.0,1,41.0,27.0,Kaggle Competitor
No,No,0.0,3,43.0,22.0,Kaggle Competitor
No,No,0.0,0,56.0,12.0,Kaggle Competitor
Yes,No,0.0,1,56.0,17.0,Kaggle Competitor
No,No,4.0,2,35.2,8.0,Kaggle Competitor
No,No,0.0,1,55.0,15.0,Kaggle Competitor
No,No,0.0,3,29.0,14.0,Kaggle Competitor
No,Yes,25.0,3,59.8,27.0,Kaggle Competitor
Yes,No,0.0,1,63.0,26.0,Kaggle Competitor
No,No,0.0,1,51.0,37.0,Kaggle Competitor
No,No,0.0,3,31.0,20.0,Kaggle Competitor
No,No,3.0,1,59.8,22.0,Kaggle Competitor
No,No,0.0,4,54.0,30.0,Kaggle Competitor
No,No,0.0,1,52.0,20.0,Kaggle Competitor
No,No,0.0,1,45.0,22.0,Kaggle Competitor
No,No,0.0,1,51.0,44.0,Kaggle Competitor
No,No,0.0,1,33.0,18.0,Kaggle Competitor
Yes,No,0.0,4,36.0,25.0,Kaggle Competitor
No,Yes,28.0,0,71.0,22.0,Kaggle Competitor
No,Yes,37.0,0,83.5,19.0,Kaggle Competitor
Yes,No,0.0,4,63.0,15.0,Kaggle Competitor
No,Yes,43.0,1,69.2,30.0,Kaggle Competitor
No,Yes,29.0,1,72.0,13.0,Kaggle Competitor
No,No,3.0,3,57.9,8.0,Kaggle Competitor
No,No,0.0,1,31.0,12.0,Kaggle Competitor
No,No,4.0,1,52.7,10.0,Kaggle Competitor
No,Yes,30.0,2,89.6,29.0,Kaggle Competitor
No,Yes,27.0,2,68.1,17.0,Kaggle Competitor
No,No,3.0,3,25.6,32.0,Kaggle Competitor
No,No,0.0,0,33.0,26.0,Kaggle Competitor
No,Yes,23.0,0,62.2,5.0,Kaggle Competitor
No,No,0.0,1,34.0,49.0,Kaggle Competitor
No,No,0.0,4,47.0,23.0,Kaggle Competitor
No,No,0.0,1,53.0,22.0,Kaggle Competitor
No,No,0.0,1,31.0,9.0,Kaggle Competitor
No,Yes,27.0,3,66.7,20.0,Kaggle Competitor
Yes,No,0.0,3,64.0,23.0,Kaggle Competitor
No,No,3.0,0,64.1,39.0,Kaggle Competitor
No,No,0.0,1,62.0,24.0,Kaggle Competitor
No,No,4.0,0,46.3,24.0,Kaggle Competitor
No,Yes,37.0,4,77.1,32.0,Kaggle Competitor
No,No,4.0,1,20.0,23.0,Kaggle Competitor
No,Yes,36.0,1,68.7,23.0,Kaggle Competitor
No,No,4.0,4,51.3,24.0,Kaggle Competitor
No,No,0.0,3,40.0,26.0,Kaggle Competitor
No,No,0.0,0,50.0,26.0,Kaggle Competitor
No,No,0.0,1,54.0,16.0,Kaggle Competitor
No,No,0.0,0,39.0,29.0,Kaggle Competitor
No,Yes,31.0,3,59.7,20.0,Kaggle Competitor
Yes,No,0.0,4,32.0,29.0,Kaggle Competitor
No,No,0.0,1,45.0,20.0,Kaggle Competitor
Yes,Yes,38.0,6,67.9,17.0,Kaggle Competitor
No,No,2.0,1,46.4,53.0,Kaggle Competitor
No,Yes,27.0,0,73.7,0.0,Kaggle Competitor
No,No,0.0,1,46.0,31.0,Kaggle Competitor
No,No,0.0,1,45.0,24.0,Kaggle Competitor
No,Yes,30.0,1,68.4,30.0,Kaggle Competitor
No,Yes,32.0,0,73.5,22.0,Kaggle Competitor
No,No,4.0,1,48.5,42.0,Kaggle Competitor
No,No,0.0,0,42.0,23.0,Kaggle Competitor
No,No,0.0,3,56.0,6.0,Kaggle Competitor
No,No,4.0,1,34.2,32.0,Kaggle Competitor
No,Yes,18.0,2,71.4,7.0,Kaggle Competitor
No,No,0.0,2,31.0,15.0,Kaggle Competitor
Yes,No,0.0,3,41.0,19.0,Kaggle Competitor
No,Yes,34.0,0,92.1,9.0,Kaggle Competitor
No,Yes,18.0,1,62.1,25.0,Kaggle Competitor
No,Yes,34.0,1,58.1,29.0,Kaggle Competitor
No,No,4.0,0,44.4,18.0,Kaggle Competitor
No,No,0.0,2,41.0,13.0,Kaggle Competitor
No,Yes,32.0,2,66.5,20.0,Kaggle Competitor
No,No,0.0,2,58.0,41.0,Kaggle Competitor
No,No,0.0,2,59.0,22.0,Kaggle Competitor
No,Yes,23.0,1,71.9,3.0,Kaggle Competitor
No,Yes,25.0,1,77.5,11.0,Kaggle Competitor
No,No,0.0,1,52.0,29.0,Kaggle Competitor
No,No,3.0,0,43.7,14.0,Kaggle Competitor
No,No,0.0,1,54.0,18.0,Kaggle Competitor
No,Yes,43.0,2,75.6,11.0,Kaggle Competitor
Yes,Yes,36.0,0,72.0,20.0,Kaggle Competitor
No,Yes,35.0,1,88.2,19.0,Kaggle Competitor
No,Yes,31.0,4,87.2,29.0,Kaggle Competitor
No,No,3.0,2,57.7,14.0,Kaggle Competitor
No,No,0.0,0,44.0,28.0,Kaggle Competitor
No,No,0.0,1,44.0,31.0,Kaggle Competitor
No,Yes,29.0,1,86.8,40.0,Kaggle Competitor
Yes,No,0.0,1,52.0,23.0,Kaggle Competitor
No,No,4.0,1,54.1,26.0,Kaggle Competitor
No,No,0.0,3,51.0,18.0,Kaggle Competitor
No,Yes,31.0,1,79.2,13.0,Kaggle Competitor
No,Yes,33.0,2,63.8,26.0,Kaggle Competitor
No,No,4.0,0,48.1,37.0,Kaggle Competitor
No,No,0.0,4,56.0,25.0,Kaggle Competitor
