Churn,Techie,TechSupport,StreamingTV,StreamingMovies,Phone,Multiple,Tablet,DeviceProtection,OnlineSecurity,OnlineBackup,PaperlessBilling,Bandwidth_GB_Year
1,0,1,1,1,1,1,0,0,0,1,1,3575.871459
1,1,0,0,1,1,0,0,0,0,1,1,1024.765594
1,0,0,1,1,1,1,0,0,0,1,1,1924.414895
0,0,1,1,0,1,0,1,0,0,1,1,2141.091982
0,0,1,0,1,1,0,0,1,1,1,1,729.7825005
0,1,0,1,0,1,1,0,0,0,1,0,562.8048829
1,0,1,1,0,1,1,1,0,0,0,1,1248.354542
1,0,0,1,1,1,0,1,0,1,0,1,1381.709993
0,0,1,1,0,1,1,0,0,0,1,1,1852.013833
1,0,0,1,0,1,0,0,0,0,1,0,1152.131327
0,0,0,1,0,1,1,0,0,1,0,1,786.1863432
0,0,0,1,0,1,0,0,0,1,0,0,2199.664389
0,0,0,0,0,1,0,0,0,0,1,0,1613.057137
0,0,0,0,0,1,0,1,0,0,0,1,436.2644992
0,0,1,1,1,1,0,0,1,0,0,1,1872.389857
0,0,1,1,0,1,0,0,1,0,1,0,904.3179865
1,1,1,0,1,1,1,0,0,1,0,1,2140.11456
1,0,0,1,1,1,0,0,1,1,0,0,1542.618812
0,0,0,1,1,1,0,0,1,0,0,0,1280.101622
0,1,0,0,0,1,1,0,0,0,0,1,753.7251984
0,0,1,0,0,1,0,0,0,0,0,0,726.148196
0,0,0,0,1,1,0,0,1,0,1,1,914.6362933
0,0,0,0,0,1,0,0,0,0,1,0,2327.656652
0,0,0,0,0,1,1,1,0,0,0,0,463.6732561
0,0,0,1,0,1,0,0,1,1,1,1,1065.856964
0,0,0,1,0,1,0,1,0,0,1,1,486.381294
0,0,0,0,1,1,1,0,0,0,1,1,1349.872551
1,0,1,1,0,1,0,1,0,0,0,0,1340.469295
0,1,0,0,0,1,0,1,0,0,0,0,1346.569879
0,1,0,0,0,1,1,0,1,1,0,0,1217.604663
0,0,0,0,1,1,0,0,0,0,1,0,1450.159924
0,0,0,1,0,1,1,0,1,0,0,1,503.6435762
0,0,1,1,0,1,0,0,1,1,1,1,616.2094946
1,0,0,0,0,0,0,0,0,0,0,1,2693.549899
1,0,0,1,0,1,0,1,0,0,1,1,1138.754327
1,0,1,1,0,1,0,1,1,1,0,1,1670.183322
1,0,1,1,0,1,1,1,0,1,0,0,1144.514093
1,1,0,0,1,1,1,0,1,0,0,1,1734.504367
0,0,1,0,0,1,1,0,0,1,0,1,397.1455126
0,0,0,0,1,1,1,0,1,0,0,0,1372.468821
1,0,0,0,1,1,1,1,1,0,1,1,838.558113
1,0,0,1,1,1,1,0,0,0,0,1,1569.259659
1,0,0,1,0,1,1,0,1,0,0,0,711.8546388
0,0,1,1,0,1,0,1,0,0,1,0,483.0491679
1,1,1,0,0,1,1,0,0,1,1,1,1083.774656
0,0,0,0,1,1,0,0,0,0,0,1,1782.043347
0,0,0,0,1,1,1,0,1,1,0,0,1162.432794
0,1,1,0,0,1,0,1,0,0,0,1,320.1072613
0,0,0,0,0,1,1,1,1,0,0,1,891.754556
1,0,1,1,1,1,0,0,0,0,1,0,2117.66
0,0,0,0,0,1,0,0,0,0,0,1,979.2710238
0,0,0,0,1,1,1,0,1,0,0,1,1958.174563
1,0,0,1,1,1,1,1,0,0,0,1,2186.78593
1,0,0,0,0,1,0,1,1,0,0,1,323.751566
1,1,1,1,0,1,1,0,1,1,1,1,1997.36133
0,0,0,0,1,1,1,1,0,0,0,0,1786.342426
0,0,0,0,0,1,0,0,0,1,1,1,1235.844622
0,0,0,0,0,1,0,0,1,0,0,1,1657.906578
1,1,0,0,1,1,0,1,1,1,0,1,1469.220521
1,1,0,1,0,1,0,0,0,0,1,1,880.8737878
1,0,0,1,1,0,0,0,0,0,0,1,1892.964163
1,0,0,1,1,1,0,0,1,0,0,0,939.0291358
1,0,1,0,1,1,1,1,1,0,1,1,1999.64045
0,0,1,1,0,1,1,0,1,1,0,1,1417.312047
0,0,0,0,0,1,0,0,0,1,1,1,1175.542116
1,0,0,1,0,1,1,0,0,1,1,1,773.5217752
1,0,0,0,1,1,0,0,0,1,0,1,548.1888179
0,0,1,1,0,1,0,0,0,1,0,0,923.5059358
1,0,0,1,1,1,1,0,0,0,1,1,1648.220152
1,1,0,0,0,1,1,0,0,0,0,1,2523.250672
1,0,0,1,1,1,1,0,1,0,1,1,1878.869681
0,1,0,1,0,1,0,0,0,0,1,1,1743.325286
1,0,0,1,1,1,1,0,0,1,1,0,2335.858768
0,0,0,0,1,1,0,0,0,0,0,1,1042.786672
1,0,0,1,1,1,0,0,0,0,0,1,1143.400963
0,0,0,1,1,1,0,0,1,1,0,0,1311.801862
1,0,1,1,0,1,1,0,0,0,1,0,624.0528147
1,0,0,0,1,0,1,1,0,0,0,1,1497.298277
0,0,0,0,0,0,0,0,0,0,0,0,1069.807995
1,0,1,1,1,1,1,0,0,0,0,0,1058.563314
1,0,0,1,1,1,0,0,1,0,1,1,763.7549084
1,0,0,0,1,1,1,0,0,0,0,0,1292.607065
1,0,0,1,1,0,0,1,0,0,0,1,1246.19633
1,0,0,0,1,1,0,0,1,0,1,0,998.0645117
1,0,0,0,1,0,1,0,1,0,0,0,1492.762296
0,0,1,0,0,1,1,1,0,1,0,0,956.1671721
0,0,1,1,0,1,1,1,0,0,1,1,2281.87219
0,0,0,1,0,1,0,0,0,0,0,1,1512.005651
0,1,0,0,0,1,0,0,1,0,1,1,1039.131091
0,1,1,1,0,1,1,0,0,0,0,0,1512.108737
0,1,0,0,1,0,0,1,1,1,0,1,704.9501482
1,0,0,1,0,1,1,0,0,1,0,1,1050.342085
1,1,1,1,0,1,0,1,1,0,0,0,636.2377993
1,0,0,0,1,1,1,0,0,0,0,0,2038.787429
0,0,1,1,1,1,0,1,0,0,0,1,2079.326294
1,1,0,1,1,1,0,0,0,0,1,0,1487.997515
0,0,1,0,0,1,1,0,0,0,1,0,1098.532284
0,0,0,1,0,1,0,0,0,0,0,1,503.8825694
0,0,0,0,0,1,1,1,0,0,1,0,1190.056958
0,1,1,0,1,1,1,0,0,0,0,0,1006.71226
1,0,1,1,1,1,0,0,1,0,1,1,1696.720466
0,0,0,0,0,1,0,0,0,1,0,0,1241.590602
1,0,1,1,1,1,1,1,1,1,1,1,2022.556285
1,0,1,1,1,1,0,1,1,1,0,0,1396.329395
1,1,0,1,1,1,1,0,1,0,0,1,1186.544217
0,0,1,0,0,1,1,1,1,0,1,0,1192.115613
1,0,0,1,1,1,1,0,0,0,1,0,1667.235527
0,0,0,0,0,1,0,1,0,1,1,1,498.4399198
1,0,0,1,1,1,1,0,0,0,1,0,1553.750811
0,0,0,0,0,1,0,0,0,0,0,1,371.8766911
1,0,1,1,1,0,1,0,1,1,0,0,1716.442787
1,0,0,1,1,1,1,0,0,0,1,0,932.0065474
0,0,0,0,1,1,0,0,0,1,1,1,1786.980349
0,0,1,0,1,0,0,0,0,0,1,0,1139.673714
0,0,0,0,1,1,1,1,1,0,0,0,1459.766208
0,1,0,1,0,1,1,0,1,1,0,0,1245.217129
0,0,0,0,0,1,0,0,0,0,1,0,857.5127538
1,0,0,1,1,1,0,0,0,1,0,0,1671.330908
0,0,1,1,0,1,0,0,1,1,0,1,1581.65754
0,0,0,0,0,0,0,1,0,1,0,1,830.1003254
0,0,1,0,0,1,0,0,0,0,0,1,835.073392
0,0,1,0,0,1,0,1,0,0,0,1,1333.45659
1,0,1,1,1,1,0,0,0,0,1,1,953.0836423
1,1,0,1,0,0,0,0,0,0,1,1,654.4586472
1,0,0,1,1,1,1,0,1,1,0,0,1802.889936
1,0,0,1,1,1,0,1,1,1,0,1,2020.604314
1,1,0,1,1,1,1,1,1,1,1,1,1383.764044
0,0,0,0,1,1,0,1,0,1,0,1,1147.311353
1,0,0,1,1,1,0,0,1,1,1,1,2212.982101
1,0,1,1,1,1,1,0,0,1,0,1,1617.064452
1,0,0,0,1,0,1,0,1,1,1,1,1642.266752
1,0,0,1,0,0,1,1,1,1,0,1,1166.167844
0,0,0,0,0,1,1,0,0,0,1,1,786.0804243
0,0,0,0,0,1,1,1,0,0,1,1,1989.102456
0,0,0,0,0,1,0,0,1,0,0,1,1478.755528
0,0,1,0,1,1,1,0,1,1,0,1,990.7760503
1,1,1,0,0,1,1,0,1,0,1,1,1488.721642
1,1,1,0,1,1,1,0,1,0,0,1,761.3473324
0,0,1,0,1,1,0,0,0,1,0,0,1836.018288
0,0,1,1,0,1,0,0,0,1,1,0,1460.696574
0,0,1,0,1,1,0,0,0,0,1,0,1475.269918
0,0,0,0,0,0,0,0,0,1,0,1,1012.08426
1,0,1,0,1,1,1,0,0,1,0,1,1288.655023
0,0,0,1,0,1,1,0,0,1,0,0,853.7834038
1,0,0,0,1,0,0,0,1,0,1,0,632.4760401
1,0,0,1,1,1,0,0,1,0,1,0,776.1387725
0,0,0,0,1,1,1,1,1,1,1,1,843.7651173
0,0,1,0,1,1,1,0,1,1,0,1,1680.906796
0,0,0,0,0,1,0,1,1,0,0,0,352.0824182
1,0,0,0,1,1,1,0,1,0,0,0,1440.630753
1,0,0,1,0,0,1,1,0,1,0,1,1306.002586
0,0,1,1,0,1,0,1,0,1,0,1,1655.225461
0,0,1,1,0,1,1,0,1,1,0,1,1484.886328
1,1,0,1,0,1,0,0,0,0,0,0,678.3000196
0,0,1,0,1,1,0,0,0,0,1,1,875.6471402
1,1,0,1,1,1,1,0,0,0,0,1,1145.096989
0,0,1,1,0,1,0,1,0,0,1,1,2009.785388
1,0,1,0,0,1,0,1,1,0,1,1,990.4553964
1,1,0,1,1,1,1,0,0,0,1,0,2133.046997
1,0,1,0,0,1,1,0,0,1,1,0,971.3001605
0,0,0,0,0,0,0,0,0,0,0,1,797.4420172
1,1,1,0,1,1,1,1,1,1,0,0,1988.890125
1,0,0,1,1,1,0,1,1,0,1,1,1602.940552
0,0,1,0,0,1,0,0,0,0,0,1,1028.310241
1,1,0,0,0,1,1,0,1,0,1,1,627.8159819
0,0,0,0,1,1,0,1,1,1,0,1,879.4853583
1,1,1,1,1,0,1,1,0,1,1,1,1944.472438
1,0,0,1,1,1,0,0,0,1,0,0,1673.34866
0,0,1,0,0,1,0,1,1,1,0,0,847.9529065
0,1,1,0,0,1,1,1,0,0,0,0,1438.429891
0,0,1,0,0,1,1,0,0,0,1,1,1684.817133
1,0,0,1,1,1,1,0,0,0,1,0,1904.863682
0,0,0,0,0,0,0,0,1,1,1,0,2632.143148
0,0,1,0,0,1,0,0,1,0,0,1,451.0754045
0,0,0,0,0,1,0,0,0,0,1,0,906.6526156
0,0,1,0,0,1,0,0,0,1,0,1,1429.357527
1,0,0,1,1,0,1,0,1,0,0,1,1745.25049
1,1,0,0,0,1,1,1,0,0,0,1,433.9442354
0,0,1,1,0,1,0,0,0,0,1,0,1871.35466
1,0,0,1,1,1,0,1,0,0,0,1,1090.821866
1,1,0,0,1,1,1,0,0,0,1,0,2275.34376
1,0,1,0,1,0,1,0,1,0,1,1,2259.107162
0,0,0,0,0,1,0,0,0,0,1,0,1510.913118
1,0,1,0,1,0,1,0,0,1,1,1,943.0894026
0,0,0,1,1,1,0,0,0,0,0,1,1910.19173
1,1,0,1,1,1,0,0,0,0,0,0,804.7021179
0,0,0,1,0,0,0,1,1,0,0,0,1237.830202
1,0,0,0,1,1,0,0,1,1,1,1,1053.952202
0,0,0,0,1,1,1,0,1,0,0,0,860.1917234
1,0,1,1,0,1,1,0,0,1,0,1,1219.381518
0,0,0,0,0,1,0,0,0,0,1,0,382.4167858
0,0,0,1,0,1,1,1,1,1,0,1,1332.850025
1,1,1,1,1,1,0,0,0,0,0,0,895.556806
1,1,0,1,1,1,1,0,1,0,0,1,977.9075314
1,0,0,1,1,1,0,0,0,0,0,1,1847.226235
0,0,0,0,0,1,0,0,1,1,0,1,824.4079658
0,0,1,0,0,1,0,0,0,0,0,0,682.9150315
0,0,0,0,1,1,0,0,1,1,0,1,1388.750133
1,0,0,0,0,0,1,0,1,1,1,1,1099.874685
1,0,1,1,0,1,1,0,0,0,1,1,892.5015342
0,0,1,0,0,1,0,0,1,0,1,0,826.7523349
1,0,0,0,1,1,0,0,0,0,1,0,1026.042379
1,1,0,1,1,1,1,0,0,0,1,0,3070.896284
1,0,0,0,1,1,1,1,1,1,0,1,1214.121186
0,0,0,1,0,1,0,1,1,0,0,1,1885.551581
0,0,0,0,0,1,0,1,1,1,0,0,362.550034
1,0,1,1,1,1,0,0,0,0,0,1,1451.591007
1,0,0,0,1,1,1,1,0,0,0,1,1589.460591
0,1,0,0,0,1,1,0,1,0,1,1,1407.673878
0,0,0,1,0,1,1,0,1,0,1,0,1185.478786
1,0,1,1,1,1,1,1,1,0,0,0,1187.8922
0,0,1,0,1,1,1,0,0,1,0,0,1894.547126
1,0,1,1,1,0,1,1,1,1,1,1,3055.521716
1,0,1,1,1,1,1,0,1,0,0,0,3238.304359
1,0,1,0,1,1,0,0,1,0,0,1,1253.931577
0,0,1,0,0,1,1,0,1,1,0,1,2254.987769
0,0,1,1,0,1,1,1,0,0,0,1,1076.672787
0,0,0,0,1,1,1,0,1,0,1,1,1215.716688
1,0,0,0,1,1,1,0,0,1,1,0,1063.934914
0,0,0,1,0,1,1,1,1,0,0,0,2615.647724
0,0,0,1,0,1,1,0,0,1,1,0,1058.58579
1,1,1,1,1,0,0,0,1,1,0,0,1771.091615
0,0,1,0,0,0,1,0,0,1,0,0,636.617816
0,0,1,1,0,1,0,0,1,0,1,1,2297.2034
0,1,0,1,0,0,0,0,1,0,0,1,1503.364958
0,1,0,0,1,1,1,0,0,0,1,1,1624.869828
0,1,0,0,0,1,0,0,0,1,1,0,700.4813335
1,0,0,0,1,1,1,0,1,0,0,0,1475.739164
1,1,1,1,1,1,0,0,1,0,1,1,2886.678944
0,0,0,0,1,1,0,1,0,1,0,1,1684.339812
0,0,0,1,0,1,1,0,1,1,1,1,1566.022939
1,0,1,0,1,1,1,0,0,0,1,0,1598.336024
0,0,1,0,1,1,0,0,1,0,1,0,2038.974824
1,0,0,1,1,1,0,0,1,0,0,1,968.8818009
1,0,1,0,0,1,1,0,0,1,0,1,1039.187211
0,0,0,1,0,1,0,0,0,0,1,0,910.8338083
1,0,1,0,0,1,0,0,0,0,0,1,795.7564584
1,0,0,1,1,1,0,1,0,0,1,1,982.7165421
1,0,0,1,1,1,0,0,1,0,0,1,1244.63125
0,0,0,0,0,1,0,0,0,0,1,1,3041.355145
0,1,0,0,0,1,1,1,0,1,0,1,810.3780598
0,0,0,1,0,1,1,1,0,1,1,1,2027.493646
1,0,1,1,0,1,1,0,1,0,0,0,1855.223588
1,0,1,0,1,0,0,0,1,1,0,1,1307.928901
0,0,1,1,0,1,0,0,1,1,1,1,3049.419775
1,1,1,0,1,1,1,1,0,1,1,1,1218.662597
0,0,1,1,0,1,1,0,1,0,0,1,2823.145964
1,0,0,1,0,1,1,0,1,0,1,0,866.6314272
1,0,1,1,1,1,0,0,0,0,0,0,740.5922353
0,0,1,0,0,1,0,0,0,1,1,0,471.7954635
0,0,1,0,0,1,1,0,0,0,1,0,1293.256696
0,0,0,0,1,1,0,0,0,0,1,1,883.2058714
1,0,0,1,1,1,0,0,0,0,1,1,814.3727251
1,1,0,0,1,1,1,0,1,0,1,1,1312.11903
0,0,0,1,0,1,1,0,1,1,0,1,2436.452255
0,0,1,0,0,1,0,0,0,1,1,0,799.7665769
0,0,1,0,0,1,1,0,0,1,0,0,656.0906255
0,0,1,0,0,1,1,0,0,1,0,1,1689.115275
0,0,1,0,0,1,1,1,0,0,1,1,982.3393738
1,0,0,1,1,1,0,0,0,0,0,0,1672.336606
0,1,0,0,0,1,1,0,1,1,0,1,702.3872964
1,0,1,1,0,1,1,0,0,1,1,1,1705.302867
1,0,1,1,1,1,1,0,0,0,0,1,1258.840915
1,1,1,0,1,1,1,0,1,0,1,1,1536.363525
0,0,1,0,0,1,0,1,1,1,1,0,494.5000388
1,0,0,1,1,1,0,0,1,0,0,1,1367.297406
0,1,1,0,0,1,1,1,0,0,1,1,941.2227255
1,0,0,0,1,1,0,0,0,0,1,0,1129.873915
1,0,1,1,1,0,0,1,1,0,0,0,1569.607544
1,0,0,0,0,1,1,0,0,0,0,1,1771.850524
1,0,1,0,0,1,1,0,1,1,0,0,976.4774375
0,0,1,1,0,1,0,0,0,0,0,0,468.5975061
0,0,0,0,1,1,0,1,0,0,0,0,659.4098323
0,0,1,0,0,1,0,0,0,0,0,1,820.0423101
0,1,0,0,0,0,0,0,1,0,1,1,983.1469135
0,0,0,1,0,1,0,0,0,1,0,0,1052.973308
1,0,0,1,1,1,1,0,0,0,0,0,693.3489139
1,0,1,1,1,1,0,1,0,0,1,1,1060.76878
1,0,0,0,1,1,0,1,1,0,0,0,1220.191739
1,1,0,1,1,1,1,1,0,1,0,0,1211.694229
0,0,0,1,0,1,1,1,1,0,0,1,1250.606015
1,0,1,0,1,1,1,1,1,0,1,1,1849.418149
1,0,0,0,1,1,1,0,1,0,0,1,821.0926195
1,0,0,1,0,1,1,0,1,1,1,1,1062.404345
1,0,0,1,0,1,1,0,0,0,0,0,1610.068088
1,1,0,0,0,1,0,0,0,0,1,0,1454.178463
0,0,0,1,0,1,0,0,0,0,0,1,1196.239363
0,1,0,1,0,1,0,0,0,0,0,0,984.2773024
0,0,0,0,0,1,0,0,1,0,0,0,1231.447125
0,0,0,0,1,1,0,0,0,1,0,0,1178.979911
0,0,0,1,0,1,1,1,0,1,1,1,1593.998248
1,0,0,1,1,0,0,0,0,0,0,0,1377.348602
0,0,0,1,0,1,0,0,0,0,0,1,453.3963183
0,0,0,0,1,1,0,1,1,0,0,1,569.8410423
0,0,1,0,0,1,0,1,1,1,1,1,733.0142637
0,0,0,0,0,1,0,0,1,1,1,1,1719.698931
1,1,0,0,0,1,0,0,1,0,0,0,1145.946987
1,1,0,0,1,0,1,0,1,0,0,1,2065.691215
0,1,1,0,1,1,0,0,0,1,0,0,992.4258553
0,0,1,0,1,1,0,0,0,0,1,0,2167.855557
1,1,1,1,1,1,0,1,1,0,0,1,512.1675846
0,0,0,1,0,1,0,1,0,1,1,1,520.7155239
1,0,0,1,0,1,1,0,0,0,0,1,362.0020605
0,0,0,1,0,1,1,1,0,1,0,0,944.6151981
0,0,0,1,0,1,0,0,0,1,0,0,724.4378895
0,0,0,0,0,1,1,1,1,0,1,0,699.360769
1,0,1,0,1,1,1,0,0,1,1,0,1348.318284
1,0,1,0,1,1,1,0,1,0,0,1,873.3472232
0,0,0,1,0,0,1,0,1,0,0,1,877.0780549
1,0,1,0,1,0,0,0,0,0,1,0,619.2614035
0,0,1,0,1,1,0,0,1,1,1,0,1964.367635
0,0,0,0,0,1,1,0,0,0,0,1,868.497965
1,1,0,1,1,1,1,1,1,0,0,0,1211.320081
1,0,0,1,1,1,0,0,0,1,0,0,2774.912011
0,0,1,1,1,1,0,0,1,1,0,0,1270.455838
1,0,0,1,0,1,1,0,0,1,0,1,850.0650584
1,0,1,1,0,1,1,1,1,0,1,1,1558.694988
1,0,0,0,0,1,1,0,1,0,0,1,616.6230151
1,0,0,0,1,1,1,0,0,0,1,0,1629.696337
0,0,1,0,0,1,0,1,0,0,0,1,764.4832553
0,0,0,0,0,1,0,0,1,0,1,0,814.9942633
0,1,0,1,0,1,0,1,0,1,1,1,1384.04032
0,0,0,0,0,1,1,0,1,1,1,0,1321.610648
0,0,0,0,0,1,0,0,0,0,1,1,1991.629188
0,0,1,0,0,1,0,0,0,0,1,1,1096.59855
1,1,0,1,1,1,1,0,0,0,0,0,981.8469749
1,0,1,1,1,1,1,0,0,0,1,1,1870.593916
1,0,0,1,1,0,0,1,0,1,1,1,808.114485
1,1,0,1,0,1,1,0,0,0,0,1,1278.614923
0,0,0,0,0,1,1,0,1,0,0,0,1934.499334
1,1,1,1,0,1,0,0,1,0,0,1,945.4518917
1,0,0,0,1,1,0,0,1,1,1,1,1258.112414
1,0,0,1,1,1,1,0,1,0,0,1,2605.553463
1,0,0,1,0,1,1,1,1,1,0,0,2563.027756
1,0,1,1,1,1,1,1,1,0,1,0,1885.394921
1,0,0,1,1,0,0,0,0,0,1,1,1294.27991
1,0,1,1,1,1,1,1,1,1,0,1,2089.325891
1,0,0,1,0,1,1,0,0,1,1,1,877.3671989
1,1,1,1,1,1,1,0,0,0,1,1,1943.387485
1,1,1,0,0,1,1,1,1,1,1,1,1122.243782
1,1,1,1,0,1,0,1,1,1,0,1,1685.65475
1,1,0,0,1,1,0,0,0,0,0,0,645.1544646
0,0,0,0,1,0,0,0,0,1,1,0,1006.466252
1,0,0,1,1,1,0,0,0,0,1,0,974.6526364
1,1,0,0,0,1,1,0,1,0,0,1,1081.276543
1,1,1,1,0,1,0,0,1,1,0,0,1166.216656
0,0,0,0,0,1,1,0,1,0,0,1,488.2314263
1,0,1,1,1,1,0,0,1,1,0,0,3076.415699
1,0,1,1,1,1,0,0,0,0,0,1,2429.237651
0,0,1,1,1,1,0,0,1,1,0,0,1090.927055
1,0,1,0,1,1,1,0,0,1,0,1,1436.32927
0,0,0,1,1,1,1,0,0,0,0,0,1672.619185
1,0,0,1,0,1,1,0,0,0,1,1,2123.830793
1,0,1,1,1,1,1,0,1,1,1,1,1130.542862
1,0,1,1,1,1,1,0,0,1,0,1,2100.528824
0,1,1,0,0,1,1,0,0,0,1,1,1180.250198
1,0,0,1,1,1,1,0,0,0,0,1,808.6437867
1,1,1,1,1,1,1,0,0,1,1,0,1316.360571
0,0,0,0,0,1,1,0,1,0,1,1,1024.783162
0,0,1,0,0,1,1,1,1,0,0,1,1708.389751
1,0,1,0,1,1,1,0,1,0,1,0,701.4431106
0,0,0,0,0,1,1,0,1,1,0,1,1536.961227
0,0,0,0,1,1,0,0,1,0,0,1,1304.494778
0,0,1,0,0,1,0,1,0,0,1,1,1251.456656
0,0,0,0,0,1,1,0,0,1,0,1,1026.949787
0,0,0,0,1,1,0,1,1,0,1,0,618.5873585
1,0,0,1,1,1,0,1,1,1,1,1,1601.761071
1,0,0,0,1,1,1,0,1,0,1,1,1951.61509
0,0,0,0,1,1,0,0,0,1,1,1,1056.212192
0,0,0,1,1,1,0,0,0,1,1,0,828.1128045
0,0,0,0,0,1,1,1,0,0,0,0,550.0787433
0,0,1,0,0,1,0,0,0,1,0,1,897.0780053
1,0,1,0,1,0,0,0,0,0,0,1,820.8726738
1,0,0,1,0,1,1,0,1,0,1,0,782.2940277
1,0,1,0,0,1,1,1,1,0,0,0,342.5038822
0,0,0,0,0,1,0,0,0,0,0,1,386.0205317
1,1,1,0,0,1,0,1,1,0,0,0,453.9726524
1,0,1,0,1,1,1,1,0,0,1,0,1157.275128
0,0,0,0,0,0,0,0,1,1,1,1,820.2134061
0,0,0,1,0,0,1,0,0,1,0,1,1955.226259
0,0,0,0,0,1,0,0,0,1,0,0,501.6283743
1,0,0,1,1,1,0,0,1,0,1,0,2768.129883
0,0,1,0,1,1,1,0,0,1,1,1,1088.018039
0,0,0,0,0,1,0,0,1,1,1,0,1286.132827
1,0,0,1,1,0,1,0,1,0,1,0,1975.678599
0,0,0,0,1,1,0,1,1,0,0,0,1961.987049
1,0,0,1,1,0,1,0,1,0,0,1,1507.261366
1,0,0,0,0,1,1,1,0,1,1,0,1193.11856
1,0,0,1,1,1,0,1,0,1,1,0,2110.283707
1,0,0,1,0,1,1,0,1,0,1,1,1613.918447
1,0,1,1,0,1,1,1,0,0,0,0,1360.253379
1,0,1,1,1,1,1,0,1,1,1,0,2060.344507
1,1,0,0,1,1,1,0,0,1,1,1,2580.274842
1,0,1,0,1,1,1,0,0,1,1,1,688.2220572
0,0,0,1,0,1,0,0,1,0,1,0,1017.061783
0,0,0,1,0,1,0,0,1,1,0,1,745.7123774
0,0,1,0,0,1,1,0,1,1,1,1,814.0807452
1,0,1,1,1,1,1,0,0,0,0,0,2174.446655
0,0,1,0,1,1,0,0,0,1,0,1,1697.797856
1,0,0,1,0,1,1,0,0,0,1,1,1594.837225
0,0,0,0,0,1,1,0,1,1,0,1,1562.246266
0,0,1,0,0,1,0,0,1,0,1,0,1195.35168
1,0,0,1,1,1,1,0,0,0,0,1,1419.629707
1,0,1,1,1,1,1,0,1,0,1,1,1292.497362
1,0,0,1,1,1,1,0,0,1,1,0,1422.55591
1,0,1,1,1,1,1,1,0,1,0,0,1470.429882
0,0,1,0,1,1,0,0,0,1,1,0,940.3579408
0,1,1,0,0,1,0,0,0,1,0,0,888.9198648
0,0,0,0,0,1,0,1,0,1,1,1,657.1195012
0,0,0,0,1,1,0,0,0,1,1,1,1784.783191
0,1,0,0,0,1,1,0,0,1,0,0,1424.784732
1,0,1,1,1,1,0,1,0,0,0,1,2705.01162
0,0,1,0,0,1,0,0,1,0,1,0,981.9916887
1,0,1,1,1,1,0,0,0,0,1,1,1763.825951
1,0,0,1,1,1,1,0,0,0,1,1,1256.972232
0,0,0,1,1,1,0,1,0,0,1,1,1045.005193
1,1,1,0,1,1,0,1,1,0,1,1,1678.565511
0,0,0,0,1,1,0,0,0,0,0,0,1343.149177
0,0,1,0,1,1,0,0,0,1,1,0,1039.380833
0,0,1,1,1,1,0,0,0,1,1,1,2171.232828
0,0,0,1,0,1,1,0,1,1,0,1,1599.244733
1,0,0,0,1,1,1,1,0,0,1,0,1101.466816
1,0,1,0,1,1,1,1,1,1,1,1,1322.416264
0,0,0,0,0,1,0,0,1,1,1,0,1318.798135
0,0,0,0,0,1,1,0,1,0,1,1,1170.945568
0,0,1,1,0,1,1,1,0,0,0,0,772.3849869
0,1,0,0,0,1,1,1,0,1,1,1,3632.236502
0,0,0,1,0,1,1,0,1,0,1,0,5356.543952
0,1,0,0,1,1,1,0,0,0,1,0,5579.99579
0,0,0,1,0,1,0,0,0,0,0,1,3811.689374
0,1,1,0,0,1,1,0,0,0,1,0,4940.355869
0,0,1,1,0,1,1,0,0,0,0,1,3878.380326
0,1,0,0,0,1,0,0,0,1,1,1,6430.574874
0,0,0,1,0,1,0,0,0,1,0,0,6123.243244
0,0,0,0,1,1,0,0,0,0,0,0,5870.579573
0,0,0,1,0,1,1,0,1,0,0,1,6554.853473
0,0,0,0,1,1,0,0,1,0,1,1,5877.226772
0,0,0,1,0,1,1,1,0,0,0,0,5754.802766
0,0,1,0,0,1,0,1,1,1,1,0,4815.278288
0,0,1,1,0,1,0,0,1,0,1,0,6234.682273
0,0,0,0,1,1,0,0,0,1,1,0,6715.662535
0,0,0,0,1,1,0,1,1,0,0,1,5477.047906
0,0,0,1,0,1,1,0,0,1,1,1,4983.596064
0,0,1,1,1,1,0,0,0,1,0,0,6398.915423
0,0,1,1,1,1,0,1,1,1,1,0,6388.31821
0,0,1,0,0,1,0,0,0,0,0,1,5552.61263
0,0,0,0,1,1,0,0,0,0,0,1,5942.500538
0,0,0,0,1,1,0,1,0,0,1,1,6514.041653
0,0,0,0,1,1,1,0,0,0,0,0,6256.139215
0,1,0,0,1,1,0,0,1,1,0,0,4983.295874
0,0,0,1,1,1,1,0,0,0,0,0,5148.276996
0,0,0,1,0,1,0,0,0,0,1,0,5459.257498
0,0,0,0,1,1,0,0,1,0,0,1,4132.534649
0,0,0,0,1,0,0,0,0,1,1,1,5065.133843
0,0,1,0,1,1,0,1,1,1,1,1,5979.686067
0,0,1,0,1,1,1,0,0,0,1,0,6200.93166
0,0,1,0,1,1,0,0,0,0,1,0,4434.823362
0,0,0,0,1,1,0,0,0,0,1,0,5851.65666
0,0,1,0,0,1,1,0,0,1,0,0,6105.925473
0,0,0,1,1,1,0,0,0,0,0,0,5832.1205
0,0,1,1,1,1,0,0,1,0,0,1,6205.78959
0,0,0,0,0,1,1,1,0,0,1,1,6152.279339
0,0,1,0,1,1,0,0,1,1,1,0,5978.20414
0,1,1,0,1,1,1,0,1,1,1,1,4549.293713
