Churn,Techie,TechSupport,StreamingTV,StreamingMovies,Phone,Multiple,Tablet,DeviceProtection,OnlineSecurity,OnlineBackup,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year
0,0,0,0,1,0,0,0,1,0,0,0,159.965,5611.872408
0,0,0,0,1,1,1,1,1,0,1,1,214.9663,5184.395666
0,1,0,0,1,1,1,0,1,0,0,0,172.4705,5245.572739
0,0,1,1,0,0,0,0,1,0,0,1,142.4713,6146.743893
0,1,1,0,0,1,0,1,0,0,0,1,124.9643,5559.842937
0,0,1,0,1,1,0,0,0,0,0,1,127.475,5530.214199
0,0,1,1,0,1,0,0,0,0,0,1,149.9483,5831.475339
0,0,0,0,1,1,0,1,0,0,1,0,169.9378,4503.053128
0,0,1,0,0,1,1,0,1,0,0,1,169.9928,5757.017238
0,0,1,0,1,0,0,0,1,0,0,1,152.4742,6149.726033
0,0,1,0,0,1,1,0,0,0,1,0,147.4893,4132.581901
0,0,1,0,1,1,1,1,0,1,1,1,217.4702,4710.662382
0,0,1,0,1,1,0,0,0,0,1,1,149.9707,5682.278193
0,0,0,1,0,1,1,0,1,0,1,0,172.4871,4672.338886
0,0,1,0,1,1,0,0,1,0,0,1,172.4742,5661.61911
0,0,0,1,1,1,1,0,0,1,0,0,242.6326,5351.620303
0,0,0,0,1,1,1,0,0,0,0,1,159.9476,4696.771589
0,0,0,0,1,0,0,1,0,0,1,1,149.9378,5794.255165
0,0,1,0,0,1,0,0,0,0,0,1,124.9643,5284.821838
0,0,0,0,0,1,0,0,0,0,1,1,102.4746,3795.698707
0,0,0,0,0,1,1,0,0,0,0,0,112.4844,5989.870888
0,0,1,1,0,1,1,0,0,0,1,1,172.4733,4231.43285
0,1,1,0,0,1,0,0,0,0,0,0,92.48802,5000.223337
0,0,1,0,1,1,0,0,1,0,1,1,194.9699,6270.108334
0,0,0,0,1,1,1,0,1,0,0,1,159.9942,6049.865594
1,0,0,1,1,1,1,0,0,0,0,0,240.1149,4549.059635
0,1,0,0,0,1,1,0,0,1,1,0,169.9741,4465.392448
0,0,0,0,1,1,0,0,1,0,1,0,162.4608,5450.915329
0,0,0,0,0,0,0,0,1,1,1,1,149.9915,4667.397297
0,1,0,0,0,1,0,1,0,1,1,0,137.4686,6078.61865
0,0,0,1,1,1,0,0,0,0,1,1,210.1051,6317.996068
0,1,0,1,1,0,1,0,1,0,1,1,242.6573,6611.587446
0,0,1,1,0,1,0,0,1,0,0,1,142.4713,5031.059535
0,0,1,1,0,1,0,0,1,1,0,0,144.9889,5308.935137
0,0,1,1,1,1,1,0,0,1,0,1,235.1417,5887.65047
0,1,1,1,1,1,0,0,1,1,0,1,235.1591,5396.115807
0,0,1,1,1,1,0,1,0,0,0,1,187.6422,6496.792308
0,1,1,1,0,1,1,0,0,0,1,1,204.9496,5474.602288
0,0,1,0,1,1,0,0,0,0,0,1,159.9512,4918.504071
0,0,1,0,1,1,1,1,0,1,0,0,194.9744,4455.454555
0,0,1,1,0,0,0,0,0,1,0,1,132.466,5645.809212
0,0,1,0,1,1,1,0,1,0,1,0,194.9992,6335.816115
0,0,1,1,1,1,1,0,0,1,1,1,277.6375,4317.109974
0,0,0,0,0,1,0,0,1,1,1,1,149.9915,5830.697844
0,0,0,1,0,1,0,0,0,1,1,0,162.4526,4574.099766
0,0,0,0,0,1,1,1,0,0,0,1,144.9607,5811.49739
0,0,0,0,1,1,0,0,0,0,1,1,169.9378,4735.770641
0,0,0,0,1,1,1,0,0,0,0,1,159.9476,5042.24777
0,0,0,0,0,1,1,1,0,1,0,0,147.4783,4695.581772
0,1,0,1,0,1,1,1,0,1,0,1,152.4624,4828.2039
0,0,0,0,0,1,0,1,0,0,1,1,114.9509,5715.521871
0,0,1,0,0,1,0,0,1,0,1,0,139.983,6022.975358
0,0,1,0,0,1,0,1,0,0,1,1,127.4601,5017.361668
0,1,0,1,0,1,0,1,1,0,0,0,149.9621,5731.345598
0,0,0,1,0,1,1,0,1,0,0,1,182.4676,4592.61237
0,1,0,0,1,0,0,0,0,0,1,0,169.9378,5050.910171
0,0,0,1,0,1,1,1,0,0,0,1,149.9447,5590.939054
0,0,1,0,1,1,1,0,1,0,0,0,204.9797,5765.833852
0,0,0,1,0,1,1,0,1,0,1,1,184.9634,5431.249367
0,1,0,0,0,1,0,1,1,0,1,1,127.4738,3812.804172
0,0,0,1,1,0,1,0,0,1,0,0,222.6326,6626.798645
0,1,1,0,0,0,1,0,1,0,0,0,149.9928,6255.328337
0,1,0,0,1,1,0,0,0,1,1,0,172.4555,4683.297629
0,0,0,1,1,1,1,1,0,0,0,0,207.6386,5474.08598
0,0,1,0,0,1,0,0,0,1,0,1,107.482,5915.392765
0,1,0,0,1,1,1,1,0,0,1,0,182.4433,6380.564424
0,0,0,0,1,1,0,1,1,1,0,1,142.4827,6407.974398
0,0,0,0,0,1,1,0,0,0,1,0,147.4564,5449.470206
0,0,1,0,1,1,0,0,0,1,0,1,142.4689,4831.131738
0,1,1,0,0,1,0,0,1,0,1,1,139.983,4969.898649
0,1,0,0,1,0,1,0,0,0,1,1,169.9671,5319.532385
0,0,1,1,0,1,0,1,0,1,0,1,152.466,5276.705264
0,0,0,1,1,1,1,0,1,1,0,0,255.1555,4894.603978
0,0,1,1,1,1,0,0,0,1,0,1,222.6362,5259.491359
0,0,1,1,0,1,0,1,0,1,0,0,119.9897,4783.923527
0,1,1,0,1,1,1,0,0,1,0,1,174.9744,5205.750156
0,0,0,0,0,1,0,0,0,0,0,0,92.45514,4747.190141
0,0,1,0,1,1,0,0,0,0,0,1,139.9512,6204.546376
0,0,0,1,0,1,1,0,0,1,0,0,152.4624,5990.538991
0,0,0,1,0,1,1,1,0,0,1,0,172.4404,6092.399467
0,0,0,0,0,1,0,0,0,0,1,1,134.9509,3246.325481
0,0,1,1,0,1,1,0,0,0,0,1,149.9776,4780.976448
0,0,1,0,1,1,0,0,0,1,0,0,142.4689,4904.169797
1,0,1,1,1,1,0,0,1,0,1,0,222.6609,4756.00161
0,0,0,0,1,1,1,0,1,1,1,1,217.484,6292.807402
0,0,0,0,0,1,0,0,0,0,1,1,114.9509,4527.054831
0,0,0,1,1,1,0,0,1,0,1,1,222.6281,6246.585167
0,0,0,0,1,1,1,0,1,0,0,1,172.4705,5004.005579
0,0,1,1,0,0,0,0,1,0,1,0,164.967,4463.694644
0,0,0,0,0,1,0,0,0,1,1,0,117.4686,4732.791307
0,0,1,0,1,0,0,0,0,0,0,1,159.9512,4580.335893
0,0,1,1,0,1,0,0,0,1,0,1,152.466,4184.902878
0,0,0,0,0,1,0,0,1,1,0,0,127.4958,6033.167408
0,0,1,0,1,1,1,1,0,0,0,0,192.4567,5330.00965
0,1,0,1,0,1,1,1,0,1,0,0,172.4624,5764.752948
0,0,0,1,0,1,0,0,0,0,0,1,137.4392,5964.347127
0,0,1,1,1,0,1,0,1,1,1,1,270.1604,5639.473416
0,0,1,0,0,1,1,0,0,0,1,0,159.9656,5503.322362
0,0,1,1,0,1,0,0,1,0,0,1,142.4713,5811.165878
0,0,0,1,0,0,1,0,0,1,0,0,152.4624,5972.05769
0,0,0,0,0,1,1,1,0,0,1,1,147.4564,6499.037593
0,0,0,1,0,1,0,0,0,1,0,0,139.9568,4102.71703
0,1,0,0,0,1,0,0,0,0,1,0,102.4746,3971.685185
0,0,0,1,1,0,0,1,0,0,0,1,175.1331,6135.277354
0,0,1,0,1,1,0,0,1,0,1,1,194.9699,5026.107394
0,0,1,1,0,1,1,0,1,1,0,1,165.0182,5331.216027
0,0,0,0,1,1,0,0,1,0,1,1,182.4608,5441.933092
0,0,1,1,1,1,1,0,0,0,1,1,242.6435,6340.235212
0,0,1,0,0,1,0,0,1,0,0,0,117.4872,4899.758441
0,0,0,1,0,1,0,1,0,0,1,1,127.4586,4852.623608
0,0,0,1,0,1,0,0,0,1,0,1,107.4806,5099.866817
0,0,1,1,1,1,0,1,1,0,0,0,232.6415,6182.78427
0,0,1,0,1,1,1,0,1,0,0,1,172.5034,5384.246623
0,0,1,1,0,0,0,0,1,0,1,1,164.967,4935.980732
0,1,1,1,1,1,0,1,0,0,0,0,200.1185,6747.936863
0,1,0,1,1,1,0,0,1,0,0,0,200.1323,5197.361049
0,0,1,0,1,1,1,1,1,0,1,1,227.4754,5905.250692
0,0,0,0,0,1,1,0,0,0,1,1,134.9801,5917.693418
1,1,0,1,1,1,0,1,0,0,0,0,187.6094,5530.883577
0,0,0,0,0,0,1,1,1,0,0,0,125.0073,4968.328024
0,0,1,1,0,1,0,0,0,0,0,0,149.9483,5398.347301
0,1,1,0,0,1,0,1,0,0,1,1,114.9838,5347.776998
0,1,1,0,0,1,1,0,1,1,1,1,175.0062,6559.360681
0,0,1,0,0,1,1,0,0,0,1,1,159.9656,5386.455531
0,0,0,0,0,1,0,1,1,0,0,1,92.5018,5762.454827
0,0,1,1,0,1,1,0,0,1,0,1,184.9715,5228.370243
0,0,0,0,0,1,1,1,1,0,0,1,137.4836,4108.848897
0,1,1,1,1,0,1,0,0,0,0,1,252.624,4646.632157
0,1,0,0,0,1,1,0,1,0,1,0,159.9794,6308.665694
0,0,1,0,1,1,1,0,1,0,1,1,207.4754,5663.575209
0,1,1,0,1,1,0,0,1,0,0,0,172.4742,5010.797341
0,0,0,1,0,1,1,0,1,0,1,1,204.9634,5563.392672
0,0,1,0,0,1,0,0,1,1,1,1,162.5007,3969.782146
0,0,0,1,0,1,0,0,1,0,1,1,172.4579,5030.771701
1,0,0,0,1,1,1,0,1,1,1,0,217.484,6006.905316
0,0,1,1,1,1,0,0,0,1,0,1,222.6362,5972.423634
0,0,1,1,1,1,1,0,0,0,0,1,232.624,6739.19212
0,0,1,1,0,1,1,0,0,1,0,1,164.9715,5579.15458
0,0,1,1,1,1,0,0,0,0,0,0,187.6422,5709.211479
0,0,0,0,0,1,1,0,0,0,0,0,144.9607,5516.527396
0,0,0,0,1,1,0,0,0,1,0,1,117.4835,4893.99719
0,0,1,0,1,0,0,0,1,0,1,0,194.9699,4164.277154
0,0,0,0,0,1,0,0,0,0,0,0,79.97886,4345.907298
0,1,1,1,0,1,0,0,1,0,0,1,162.4713,5419.934519
0,0,1,0,1,1,1,0,1,0,1,1,227.4754,5693.466496
0,1,1,0,0,1,1,0,1,1,0,0,152.5104,5913.125552
1,0,0,1,1,1,0,0,0,1,0,0,210.127,5688.676981
0,0,1,0,1,1,1,0,0,0,0,0,192.4567,5733.035422
0,1,0,1,1,1,1,1,0,0,0,1,220.1149,5894.516764
0,0,0,0,0,1,0,0,0,0,0,1,112.4551,5766.913605
0,0,0,1,1,1,0,0,0,0,1,0,197.6288,6182.666346
0,0,1,0,1,1,0,0,0,1,0,0,142.4689,5312.129835
0,0,1,0,0,1,0,1,0,0,0,0,124.9643,5796.999774
0,0,1,1,0,1,0,1,0,1,0,1,132.466,6261.419372
0,0,1,0,1,1,0,0,0,0,1,1,149.9707,5173.091219
0,0,1,0,0,1,0,1,0,1,0,0,127.482,4862.320826
0,0,0,1,1,1,1,0,1,0,1,0,275.1336,5005.571485
0,0,1,0,0,0,0,1,0,0,1,1,114.9838,5466.37029
0,0,0,1,0,1,1,1,0,0,1,0,172.4404,6503.984053
0,0,0,0,0,1,0,0,1,1,1,1,129.9915,5072.66967
0,0,1,1,0,1,1,0,1,1,0,1,177.4945,5942.048606
0,0,0,0,0,1,1,1,1,0,1,0,179.9794,6178.61031
0,0,0,1,0,1,1,0,0,0,0,1,169.9447,4529.909678
0,0,1,0,0,1,0,0,0,0,0,1,104.9643,6336.618694
0,1,0,0,1,1,0,0,0,0,0,1,147.4421,5082.031319
0,0,0,0,0,0,0,0,1,0,0,1,124.9781,4594.835502
0,0,1,1,0,1,0,0,1,0,0,1,142.4713,5128.882309
0,1,1,1,0,0,1,0,1,0,0,0,194.9768,5270.685618
0,0,0,1,1,1,1,0,0,1,1,0,232.652,6054.367041
0,0,0,1,1,1,0,1,1,1,1,0,225.1457,6502.025208
0,0,1,1,0,1,1,0,0,0,0,1,162.4538,6300.056458
0,0,1,1,0,1,0,1,1,0,1,0,184.967,5948.856328
0,0,0,1,0,1,1,0,0,0,1,0,192.4404,3894.441976
0,0,0,0,1,0,1,0,0,0,1,0,169.9671,3491.783586
0,0,0,0,1,1,1,1,1,0,0,0,159.9942,4475.105272
0,1,0,0,1,1,0,1,0,1,1,1,172.4555,4695.750395
0,0,1,0,1,1,0,0,0,0,1,0,162.447,6322.708205
0,0,0,1,0,1,0,1,0,1,0,1,139.9568,3382.423508
0,0,1,1,1,1,1,1,0,0,1,1,275.1198,5112.939726
1,1,0,1,1,1,1,1,1,1,1,1,277.6513,4811.89025
0,0,1,0,1,1,0,1,0,0,1,1,162.447,5431.15051
1,0,1,0,1,0,1,0,0,0,1,0,214.9525,5088.803181
0,0,0,1,0,1,0,0,0,1,0,1,119.9568,6655.981104
0,0,0,1,1,1,0,0,0,1,1,1,232.6228,6187.029956
0,0,0,1,1,0,1,0,0,1,1,0,265.1283,5276.196262
0,0,1,1,0,1,1,0,0,1,1,1,207.4673,4642.032276
0,0,1,0,1,1,0,0,0,1,1,0,164.9647,6709.021998
0,0,1,0,0,1,0,1,1,0,0,0,105.011,3950.92899
0,0,1,1,1,1,1,0,0,0,0,1,252.624,5903.302417
0,0,0,0,1,1,0,0,1,1,1,0,152.5022,5460.921432
0,1,0,1,0,1,0,0,0,0,0,0,137.4392,5269.076385
0,0,0,0,0,1,1,0,1,0,0,1,137.4836,5320.166858
0,0,0,0,1,1,0,1,1,1,0,1,130.0064,6017.570291
0,0,1,0,0,1,1,0,0,1,0,1,139.9875,4899.179172
0,0,0,1,0,1,1,1,1,0,1,0,184.9634,6641.027483
0,0,0,0,0,1,0,0,1,0,0,1,124.9781,5981.238779
0,1,0,1,1,1,0,0,1,0,1,1,242.6281,5610.672962
0,0,0,1,1,1,0,0,1,0,0,0,200.1323,6769.093084
0,0,0,1,0,1,0,0,1,1,0,1,152.4798,5385.903276
0,0,0,1,0,1,0,1,1,0,1,0,139.9816,5559.919752
0,0,0,0,1,1,1,0,0,0,1,0,182.4433,5296.312677
0,0,0,0,0,1,0,0,1,0,0,1,92.5018,4226.329148
0,0,0,0,0,1,0,0,0,1,0,1,114.9728,5769.179556
0,0,0,1,1,1,0,1,0,1,1,1,232.6228,4726.095224
0,0,0,1,1,1,1,0,1,0,1,1,275.1336,4315.04425
0,1,0,0,0,1,1,0,0,0,0,0,124.9607,5921.61952
0,0,0,1,0,1,1,1,0,0,1,0,192.4404,3601.393455
0,0,0,1,0,1,0,0,1,0,0,1,149.9621,5057.818142
0,0,1,1,0,1,1,1,0,0,1,0,184.9496,5200.564235
0,0,0,0,1,0,1,0,1,0,0,0,192.4705,6015.544544
0,0,0,1,0,1,0,1,0,0,0,1,137.4392,5248.831273
0,0,0,1,1,1,1,0,1,0,0,0,252.6378,5248.280009
0,0,0,1,0,1,1,0,1,0,0,1,162.4676,6484.666128
0,0,0,0,1,1,0,1,1,0,1,1,182.4608,5662.285046
0,0,0,1,1,1,1,0,0,1,0,1,210.1563,5854.565694
0,0,1,0,0,1,1,0,1,0,1,0,160.0122,5566.008454
0,0,0,0,0,1,0,1,0,1,0,1,94.97283,6315.438306
1,0,1,0,1,1,0,0,1,0,1,1,174.9699,5003.406744
0,0,1,1,1,1,0,0,0,0,0,1,220.1185,6283.625527
0,0,0,0,1,1,0,0,1,0,0,1,139.965,4993.628447
0,0,1,0,0,1,1,0,0,1,1,1,150.007,5489.048081
0,0,1,0,1,1,0,0,1,0,0,1,139.9979,5747.351224
0,0,0,1,1,0,0,1,1,0,1,0,242.6281,6237.268861
0,0,0,0,1,1,1,0,1,0,0,1,159.9942,4300.642039
0,0,0,1,1,1,1,1,0,1,1,1,265.1283,5803.879938
0,0,1,1,0,1,0,0,1,1,1,1,187.4847,4245.941407
0,0,1,1,0,1,0,0,0,1,0,0,152.466,5611.443086
0,0,1,0,0,1,0,1,0,1,0,0,107.482,5247.947941
0,1,0,1,0,1,1,1,1,0,0,0,149.9913,6193.00568
0,0,0,0,0,1,1,1,1,0,0,1,137.4836,5245.226834
0,0,1,1,0,1,1,0,1,0,0,1,174.9768,6023.00098
0,1,1,1,0,0,0,0,1,0,1,1,184.967,5663.31815
0,0,1,0,0,1,0,1,1,1,1,1,130.0244,4596.831004
0,0,0,1,0,1,1,0,0,0,0,1,169.9447,4727.689294
0,0,0,0,0,0,1,1,1,1,0,1,127.525,5929.012302
0,0,1,1,1,1,1,0,0,0,0,0,232.624,5155.317217
0,0,0,1,0,1,0,0,1,1,1,1,174.9755,5620.564008
0,0,1,0,0,1,0,0,0,1,1,0,129.9778,5646.886372
1,0,0,1,1,1,1,0,1,0,1,1,275.1336,6268.031469
0,0,0,0,0,1,0,0,1,0,0,0,124.9781,4946.826952
1,0,0,1,1,0,1,1,1,0,0,1,232.6378,6155.213641
0,0,0,0,1,1,0,1,1,1,0,1,162.4827,4771.495872
0,1,1,0,0,0,0,0,1,0,0,0,117.4872,6071.058616
0,0,0,0,1,1,0,1,0,1,1,1,172.4555,5484.119427
0,0,0,1,1,1,0,1,0,0,0,1,207.6094,5933.623643
1,0,0,1,1,1,1,1,0,0,1,1,242.6106,6473.341815
0,0,0,1,1,1,0,1,0,0,0,0,207.6094,6127.79877
0,0,0,0,0,1,1,1,0,0,0,1,144.9607,5407.576321
0,1,1,0,0,1,1,0,0,0,0,0,137.4698,6114.267462
0,0,1,0,0,0,0,0,0,0,1,1,147.4601,6104.035524
0,0,1,1,0,1,0,0,1,1,1,0,167.4847,4443.003488
0,0,0,0,1,1,0,1,0,1,1,0,152.4555,5627.453779
0,0,1,0,1,1,0,0,1,1,1,0,197.4876,5216.298758
0,0,0,1,0,1,0,1,0,0,0,1,137.4392,5924.920176
0,0,0,0,0,1,1,0,1,1,0,1,160.0013,4930.470975
0,1,1,0,0,1,0,1,1,1,0,1,140.0049,4967.342093
0,1,1,0,1,1,1,0,1,1,1,0,197.5169,5910.47033
0,0,0,0,1,1,0,1,0,0,0,0,127.4421,6131.622551
0,0,0,0,1,1,0,0,0,1,0,0,117.4835,5639.931173
0,0,0,0,0,1,1,0,1,0,0,0,125.0073,5118.044271
0,0,0,0,1,1,0,0,1,1,0,1,162.4827,5379.145841
1,0,0,1,1,1,0,1,0,1,1,1,232.6228,4831.531789
0,0,1,0,0,1,0,1,0,1,1,0,149.9778,5911.716831
0,0,1,1,0,1,1,0,1,0,1,1,184.9963,4081.555041
0,1,1,0,1,1,0,1,0,0,0,1,127.475,5526.91472
0,0,0,0,1,0,1,1,0,1,0,0,162.4653,4318.755591
0,0,0,0,0,1,0,0,1,0,0,0,124.9781,5145.473955
0,0,1,1,0,1,0,1,0,1,0,0,119.9897,4501.420909
0,0,1,0,1,1,1,0,1,0,1,1,194.9992,5863.402923
0,0,0,1,0,1,1,0,0,0,1,0,159.9642,4347.952465
0,0,1,1,1,1,0,0,0,1,0,1,222.6362,5881.848209
0,0,1,1,0,1,0,0,0,0,0,1,149.9483,5055.536874
0,0,0,1,0,1,0,1,1,0,1,1,172.4579,5350.192494
0,0,1,0,1,1,0,1,0,0,1,1,162.447,5782.142746
0,0,1,1,0,1,0,0,0,1,0,1,132.466,4711.28064
0,0,0,0,1,1,0,1,1,1,1,1,152.5022,6457.248707
0,0,0,0,0,1,0,0,0,0,0,1,112.4551,4205.731492
0,0,0,1,0,0,0,1,0,1,0,1,139.9568,5530.421045
0,0,0,1,1,1,1,0,0,1,0,1,242.6326,4231.393427
0,0,1,1,0,1,0,0,1,0,1,0,164.967,5863.779578
0,1,0,0,1,1,1,0,0,0,0,0,179.9476,4007.110298
0,0,1,0,1,1,1,0,1,0,1,0,227.4754,4838.973661
0,0,0,0,0,1,0,0,0,0,0,1,112.4551,3170.023123
0,0,1,1,1,1,0,0,0,0,1,0,222.6143,6723.72149
0,0,0,1,1,1,0,0,0,1,1,1,212.6228,5739.181377
0,0,0,1,1,1,1,0,1,1,0,0,222.6792,6349.320467
0,0,0,0,1,1,0,0,0,1,0,0,117.4835,5365.288201
1,0,0,1,1,1,0,0,0,0,0,1,187.6094,4518.564
0,0,1,0,0,1,0,0,1,0,0,0,105.011,5530.817595
0,0,1,0,0,1,0,0,0,1,1,0,117.5015,5897.711605
0,0,0,1,1,1,0,1,1,0,1,0,210.1518,6062.895419
0,0,1,0,1,1,0,1,0,1,0,1,162.4689,6284.979187
0,0,1,1,1,1,1,0,0,0,0,0,232.624,6277.702239
0,1,0,1,0,1,1,0,1,0,1,0,204.9634,4866.729815
0,0,0,1,0,1,1,0,1,0,0,0,162.4676,5815.857846
0,0,1,1,1,0,0,0,0,0,1,0,242.6143,5820.82826
0,0,0,0,0,1,0,0,0,0,1,1,102.4746,5249.465143
0,0,1,0,0,1,0,0,1,1,1,1,142.5007,5592.352902
0,1,0,0,1,1,1,0,0,1,0,1,162.4653,5730.292957
0,0,0,1,1,1,1,1,1,0,0,0,220.1615,5933.314519
0,0,0,0,1,1,0,0,0,0,1,1,169.9378,3653.559021
0,0,1,0,0,1,0,0,0,0,0,1,124.9643,6024.265777
1,0,0,1,1,0,1,0,1,0,0,0,252.6378,5770.797143
0,0,0,1,0,1,1,0,0,0,1,1,192.4404,5641.382534
0,0,1,1,1,1,0,1,1,1,0,1,215.1591,5368.841578
0,0,1,1,1,1,0,0,0,0,0,0,220.1185,5303.936549
0,1,1,0,0,1,0,0,0,0,1,1,114.9838,5678.725935
1,0,1,1,1,0,0,0,1,0,0,1,212.6415,6009.463821
0,1,0,0,0,1,1,1,1,1,0,0,160.0013,3653.777417
0,0,1,0,0,1,1,0,1,1,0,0,140.0342,5939.80671
0,0,0,0,0,1,0,0,0,0,0,1,79.97886,5757.753614
0,1,1,0,1,1,1,0,1,1,0,0,187.4974,5779.744736
0,0,1,1,1,1,1,0,1,1,1,0,270.1604,6019.460078
0,0,0,0,1,1,0,0,0,0,1,0,149.9378,6135.141648
0,0,1,0,0,1,0,0,1,0,1,1,127.5067,5401.505392
0,0,0,0,1,1,1,1,1,1,0,1,194.9882,3819.338688
1,0,0,1,1,1,1,0,0,1,1,0,265.1283,4579.647107
0,0,0,1,0,1,0,0,0,1,0,1,107.4806,4197.55311
0,0,0,0,1,1,0,1,0,0,0,1,147.4421,3788.951502
0,1,0,1,0,1,1,1,1,0,0,1,182.4676,5326.92968
0,0,1,0,0,1,0,0,0,0,0,1,104.9643,5967.092974
0,0,1,1,1,1,0,0,1,1,0,0,235.1591,5876.124132
0,0,1,0,0,0,1,0,1,1,1,1,162.5299,5234.429593
0,0,0,1,0,1,0,1,0,1,0,1,119.9568,4839.103673
0,0,0,0,0,1,0,0,1,0,0,1,124.9781,5722.009817
0,0,0,0,1,1,0,0,0,1,0,1,149.9598,4611.987
1,0,1,1,1,1,1,1,0,1,1,1,257.6375,5899.517682
0,0,1,0,1,1,0,0,0,1,1,0,184.9647,5361.231393
1,0,0,1,1,1,0,0,0,0,0,1,175.1331,3851.447958
0,0,0,1,0,1,0,1,1,0,1,1,172.4579,5356.753961
0,0,1,0,0,1,0,1,1,1,1,1,130.0244,5432.197233
0,0,1,0,1,1,0,0,1,0,0,1,152.4742,4869.487736
0,0,0,0,0,1,1,1,0,0,0,1,124.9607,6319.838076
0,0,1,1,0,1,1,0,1,1,0,1,165.0182,6274.153212
0,0,0,1,1,1,0,0,1,0,1,0,242.6281,5500.343313
0,0,0,0,0,1,0,0,1,1,1,0,129.9915,5930.097335
0,0,0,0,1,1,0,0,0,1,0,1,149.9598,4489.267692
0,0,1,1,1,0,0,1,0,1,1,0,245.132,5247.418341
0,0,0,1,0,1,0,1,0,0,0,0,137.4392,5592.361956
0,0,0,0,1,1,1,0,0,0,1,1,182.4433,5477.886159
0,0,0,1,1,1,1,0,0,0,1,1,262.6106,5884.613452
0,0,0,1,1,1,0,0,0,1,0,1,210.127,5536.195731
0,0,1,1,1,1,1,0,0,0,1,1,242.6435,6121.654756
0,0,0,0,0,1,1,1,1,1,0,1,160.0013,5009.452903
0,0,0,0,1,1,1,0,1,0,1,1,194.9663,5813.10524
0,0,0,0,0,1,0,0,1,0,0,1,92.5018,5394.351469
0,0,1,0,1,1,0,1,1,1,1,1,177.4876,6708.158084
0,0,0,1,0,1,0,0,0,0,1,0,127.4586,5632.965693
0,1,0,0,0,1,1,0,0,0,0,1,112.4844,4551.440341
0,0,0,0,1,1,1,1,1,1,0,1,162.5119,4924.466653
0,0,0,1,0,1,0,1,1,1,1,1,174.9755,5547.950501
0,0,1,0,1,1,0,0,0,1,1,1,184.9647,5526.487954
0,0,0,0,0,1,1,0,1,1,0,0,140.0013,5348.99535
0,0,1,0,0,1,0,0,1,0,0,1,137.4872,4243.908817
0,0,0,1,0,1,0,1,1,0,1,0,152.4579,6382.531232
0,0,1,0,1,1,0,1,0,0,0,1,139.9512,6160.220905
0,0,1,0,0,1,0,0,0,0,0,1,124.9643,4984.849588
0,1,0,1,0,1,1,1,1,0,0,1,149.9913,4884.456533
0,1,0,0,0,1,0,0,1,1,1,0,129.9915,6599.564823
0,0,1,0,0,1,1,1,0,1,1,0,182.4833,5305.602924
1,1,1,0,1,1,1,0,1,0,0,1,184.9797,6518.166442
0,0,0,0,0,1,1,0,0,0,1,0,147.4564,5653.372513
0,0,0,0,1,1,0,1,0,1,1,0,172.4555,5715.030445
0,0,0,1,1,1,1,0,1,0,0,1,252.6378,6131.484263
0,0,0,0,1,1,0,0,0,0,1,1,169.9378,4130.432282
0,0,1,1,0,1,0,0,0,0,0,0,117.472,6144.768685
0,0,1,1,1,1,0,1,0,0,0,1,187.6422,5874.281225
0,0,0,0,1,1,1,0,0,0,0,0,147.4713,4335.611406
0,0,0,1,0,1,1,0,0,0,0,0,149.9447,6083.758176
0,0,1,0,1,1,0,0,1,1,0,0,174.9919,6296.461831
0,0,1,1,0,1,0,0,0,0,0,0,129.9483,6247.6461
0,0,1,1,1,1,0,0,0,1,0,1,222.6362,5672.644392
1,0,0,1,1,0,1,0,0,1,1,0,245.1283,5064.062256
0,0,0,0,0,1,1,0,1,1,0,1,140.0013,4185.58497
0,0,0,0,1,1,0,0,1,0,0,1,127.4887,4531.04303
0,0,1,0,1,1,0,1,0,0,0,1,139.9512,5992.346598
1,0,0,1,1,1,1,0,0,0,0,1,220.1149,5545.047634
0,0,1,0,1,1,0,0,1,0,1,1,174.9699,6535.810581
0,0,0,0,0,1,0,0,1,0,1,1,127.4738,5576.448425
0,0,0,0,0,1,1,0,0,1,0,1,127.4783,6070.299747
0,0,1,1,0,1,0,0,1,1,1,1,187.4847,5502.689262
0,0,0,1,0,1,1,0,0,1,0,1,172.4624,4991.819551
0,0,0,0,1,1,1,0,1,0,0,1,159.9942,5812.769976
0,0,0,0,0,1,1,1,0,1,0,0,115.0021,5762.602883
0,0,0,0,1,1,0,0,0,0,1,1,149.9378,5301.860931
0,1,0,1,1,1,0,0,0,1,1,0,232.6228,6157.745923
0,0,1,1,0,1,1,0,0,1,1,1,187.4673,6557.26466
0,0,0,1,0,1,0,0,1,0,0,0,129.9621,5075.832913
1,0,0,1,1,1,1,1,1,1,0,1,235.1555,4638.796434
0,0,0,0,1,1,1,0,0,0,0,0,159.9476,4652.920592
0,0,1,0,1,1,1,0,1,0,1,0,227.4754,5227.179847
0,0,0,1,0,0,1,1,0,0,1,1,192.4404,6342.143374
0,0,1,1,1,1,1,0,0,0,0,1,252.624,6462.182186
0,0,0,0,0,1,1,1,1,1,1,0,162.497,6174.276271
0,1,0,0,0,1,1,1,1,0,0,1,125.0073,4866.25354
0,0,1,1,0,1,0,0,0,0,0,0,149.9483,5311.628616
0,0,0,0,0,1,0,1,1,0,0,1,92.5018,5785.21074
0,0,0,1,0,1,1,0,0,1,0,1,139.9861,6104.192973
