Techie,TechSupport,StreamingTV,StreamingMovies,Phone,Multiple,Tablet,DeviceProtection,OnlineSecurity,OnlineBackup,PaperlessBilling,MonthlyCharge,Bandwidth_GB_Year,const
0,0,1,1,1,1,0,0,0,0,0,207.6386,751.4491239,1
0,0,0,1,1,0,0,0,0,0,1,147.4421,5311.978852,1
1,0,1,1,1,1,0,0,0,0,1,240.1149,4849.21743,1
0,0,0,1,1,0,0,1,0,0,1,139.965,2224.045421,1
0,0,1,0,1,0,0,0,0,0,1,104.962874,445.4856462,1
0,0,1,0,1,1,0,1,0,1,1,204.9634,1849.738644,1
0,1,0,1,1,0,1,0,1,1,1,164.964681,1086.990308,1
1,1,1,0,1,0,1,1,1,0,1,144.9889,1685.65475,1
0,1,1,0,1,0,0,0,1,0,1,152.466,498.8080579,1
0,0,1,1,1,1,0,0,0,1,1,230.1344,4912.438643,1
0,0,1,1,1,0,0,0,1,0,1,190.127,5739.806189,1
0,0,0,0,1,1,0,0,1,1,0,149.9741,5456.006313,1
0,0,1,0,0,1,0,0,1,0,1,172.4624,1955.226259,1
0,0,0,1,1,0,0,0,1,1,1,152.4555,1837.760704,1
0,0,1,1,1,1,0,0,0,1,0,262.6106,6210.2238,1
0,0,1,0,1,1,0,1,0,1,1,184.9634,5867.267664,1
0,0,1,0,1,1,1,1,1,0,0,164.9853,1670.602657,1
0,0,1,1,1,0,0,0,0,0,1,187.6094,4518.564,1
0,1,0,0,1,0,0,1,1,0,1,107.5286,4661.218675,1
0,0,1,1,1,0,1,0,0,1,0,197.628838,1495.341126,1
0,1,1,1,1,0,0,1,0,0,1,232.641455,769.7818684,1
0,0,1,0,1,1,0,0,1,0,1,152.4624,6657.053711,1
0,1,0,0,1,1,0,1,0,1,1,160.0122,4934.232191,1
1,0,0,0,1,1,0,1,0,0,1,137.4836,6327.240839,1
0,1,1,0,1,0,0,1,0,1,1,164.967,2297.2034,1
1,0,1,1,1,1,0,1,1,0,1,255.1555,2057.979176,1
0,0,0,1,1,0,0,1,0,0,1,127.4887,5632.641719,1
0,0,1,0,1,0,0,0,0,0,1,137.4392,5256.767211,1
0,0,1,0,1,0,0,0,1,1,0,142.4526,1322.429941,1
1,0,0,0,1,0,1,0,1,0,1,114.9728,798.0189824,1
0,0,1,1,1,0,1,0,0,0,0,207.6094,6427.653862,1
0,0,1,1,1,0,0,0,0,0,1,207.6094,5684.304563,1
0,1,1,0,1,1,0,0,0,0,1,182.45383,1550.154506,1
0,0,0,1,1,0,0,1,0,0,1,139.965008,1338.110998,1
0,0,1,0,1,0,1,0,0,1,1,159.9349,1256.923905,1
0,0,1,0,1,0,1,0,0,1,1,127.4586,2098.351216,1
1,0,0,1,1,0,0,0,1,1,1,139.9792,5406.926303,1
0,0,1,1,1,0,1,1,0,1,1,222.6281,1602.940552,1
0,0,0,1,1,0,1,0,0,1,0,169.9378,4503.053128,1
0,1,0,0,1,0,1,1,1,1,1,142.5007,5181.030493,1
0,0,0,0,1,1,0,0,1,0,0,127.4783,5874.668217,1
0,1,0,0,0,0,0,1,1,1,1,142.500692,1571.814704,1
0,1,0,0,1,1,0,0,1,1,0,182.483267,2593.301866,1
1,0,1,0,1,0,0,1,0,1,1,172.4579,1686.444218,1
0,0,1,0,1,1,0,0,0,0,1,149.9447,4997.517022,1
0,0,0,1,1,1,0,1,0,0,1,159.9942,4121.77937,1
0,1,0,1,1,0,1,0,0,0,1,139.9512,1209.707399,1
0,0,0,0,1,1,1,1,0,0,1,157.483594,908.6839372,1
1,0,0,1,1,0,0,0,0,0,1,127.4421,6353.540649,1
0,0,0,1,1,0,0,0,0,0,0,127.4421,1061.907795,1
0,0,0,1,1,0,1,1,1,0,1,162.4827,1381.77131,1
1,0,1,1,1,1,0,0,0,0,0,220.1149,1261.505669,1
1,1,0,1,1,0,0,0,0,1,1,182.447,5179.837965,1
0,1,1,1,1,0,1,0,0,0,0,200.1185,5951.449014,1
0,1,1,0,1,0,1,1,1,0,0,132.5127,1291.650867,1
1,0,1,1,1,1,0,0,0,0,1,240.114868,1289.416735,1
0,0,1,1,1,1,0,0,1,1,1,232.652,860.9528478,1
0,0,0,1,1,1,0,0,1,1,0,172.4848,5593.760801,1
0,0,1,0,1,0,0,0,0,0,0,137.4392,4357.294542,1
0,1,1,1,1,0,0,0,0,1,0,222.6143,6723.72149,1
1,0,1,1,1,0,1,1,1,1,1,245.1457,6419.956581,1
0,0,0,1,1,1,0,0,0,1,0,182.4433,5445.967827,1
0,0,0,1,1,0,0,0,0,1,1,169.937833,1960.019242,1
1,0,1,0,1,1,0,1,1,1,1,187.4811,4290.116592,1
0,0,0,1,1,1,0,0,0,0,1,159.9476,1582.882748,1
0,0,1,1,0,0,0,1,1,1,1,245.1457,5558.647659,1
0,0,0,0,1,1,0,0,0,1,0,167.4564,1086.270579,1
0,0,0,0,1,1,0,1,1,1,0,182.497,1321.610648,1
0,1,1,1,1,0,0,0,0,0,0,200.1185,2223.458561,1
0,0,1,0,1,0,0,0,0,1,1,139.9349,3713.519699,1
0,0,0,0,1,1,0,0,0,1,1,134.9801,6188.322388,1
0,0,0,0,1,0,0,1,1,0,1,95.01949,824.4079658,1
1,0,0,1,1,0,0,0,0,0,1,114.9658,468.36494,1
0,1,1,1,1,0,1,0,0,0,1,200.1185,4746.697941,1
0,1,1,0,1,1,1,0,0,0,1,162.4538,5203.678475,1
0,1,1,0,1,1,0,0,0,0,1,162.4538,6766.152872,1
0,0,1,1,1,1,0,0,0,0,0,220.114868,3014.958938,1
0,1,1,0,1,1,0,1,1,0,1,165.0182,5331.216027,1
0,1,1,1,1,0,1,0,0,1,0,222.61428,1821.82345,1
0,0,0,0,1,0,0,1,1,0,1,127.4958,1089.662539,1
0,1,1,1,1,1,0,0,1,1,1,277.6375,1947.058707,1
0,0,1,0,1,0,0,0,0,1,1,139.9349,1137.986536,1
0,0,0,1,1,0,0,0,1,0,0,149.9598,1178.979911,1
0,0,1,1,1,1,1,1,0,0,1,220.161527,1038.745378,1
0,1,1,1,1,0,0,0,0,1,1,242.6143,953.0836423,1
0,0,1,1,1,1,1,1,0,0,0,252.6378,5385.294842,1
0,1,0,0,0,0,1,1,1,1,0,142.5007,1238.891522,1
0,1,1,0,1,0,0,0,1,0,0,132.466002,1333.027522,1
0,0,0,0,1,0,0,1,0,1,0,147.473844,1189.578203,1
1,0,0,0,1,1,0,1,0,0,1,137.4836,6001.002897,1
0,1,1,1,1,0,0,0,1,0,1,222.6362,5259.491359,1
0,0,1,0,1,0,0,0,1,1,0,129.9763,1214.354546,1
0,0,0,1,1,0,0,1,0,0,1,139.965,5082.897328,1
0,0,0,1,1,0,0,0,1,1,0,152.4555,6715.662535,1
1,0,0,0,0,0,0,1,0,1,1,147.4738,1398.283635,1
0,0,0,1,1,1,1,0,0,0,1,179.9476,1742.811202,1
1,0,0,0,1,1,1,0,0,0,1,124.9607,1749.548835,1
0,0,1,1,1,1,0,0,1,0,0,222.632554,2294.265591,1
0,0,0,1,1,0,1,1,0,0,1,159.965,5809.89619,1
0,1,1,0,1,0,0,1,0,0,1,142.4713,5115.87044,1
0,0,0,0,1,0,0,1,0,0,0,124.97808,316.7739538,1
0,1,1,1,0,1,0,1,0,0,0,245.147,1550.381641,1
0,0,0,0,0,1,0,1,0,0,0,157.483594,637.7315432,1
0,0,1,0,1,1,0,0,0,1,1,172.4404,5229.211184,1
0,0,1,0,1,0,0,1,1,1,1,154.9755,5484.556598,1
1,0,0,0,1,1,1,1,0,0,1,157.483594,278.9942907,1
0,0,0,0,0,0,0,0,0,0,0,79.97886,5276.417702,1
0,1,0,1,1,0,0,0,0,1,1,149.970715,703.2651223,1
0,0,0,1,1,0,0,1,1,1,1,184.9785,1276.752415,1
1,1,0,1,1,1,0,1,1,0,0,187.4974,5779.744736,1
0,1,0,1,1,0,0,0,1,1,0,184.964681,1123.971139,1
0,0,0,0,1,1,0,0,1,0,0,115.0021,3789.797735,1
0,0,1,1,1,1,0,1,1,0,0,255.155493,1476.644914,1
0,0,1,0,1,0,0,0,0,1,1,139.9349,6438.459484,1
0,1,1,0,1,1,0,1,0,1,0,217.4725,5683.580246,1
0,0,1,1,1,0,0,0,0,0,1,207.6094,4954.029731,1
0,0,0,1,1,0,0,0,0,1,0,149.9378,6528.05337,1
1,0,0,1,1,1,0,0,1,0,1,149.989,1604.504838,1
0,1,1,1,1,1,1,1,0,0,1,265.147,2212.360308,1
0,0,1,1,1,0,1,1,1,0,1,222.65,1057.31768,1
0,1,1,0,1,0,1,1,0,1,1,164.967,3181.511605,1
0,1,1,1,1,1,0,0,1,1,0,277.6375,6548.654854,1
0,0,1,0,1,1,0,0,0,0,1,137.468388,1061.587971,1
0,0,1,1,1,1,0,1,0,1,1,242.6573,1819.192603,1
1,0,0,1,1,0,0,0,0,0,1,127.4421,4235.170641,1
0,0,0,1,1,0,0,0,1,0,0,117.4835,6044.025399,1
0,1,0,0,1,0,0,0,1,1,1,149.977753,292.4731737,1
0,0,0,1,1,0,1,1,0,1,0,182.4608,2068.674053,1
0,1,1,0,1,0,1,1,1,0,0,132.5127,4871.680899,1
0,0,1,1,1,0,0,1,0,1,1,242.6281,6056.561962,1
0,1,0,1,1,0,0,0,1,0,1,142.4689,6123.146207,1
0,1,0,1,1,1,0,1,0,0,1,184.9797,1822.961538,1
1,1,0,0,1,1,0,0,0,1,1,179.9656,1180.250198,1
1,0,1,1,1,0,1,0,1,0,0,210.127,6008.726494,1
1,0,0,1,1,1,1,0,0,1,0,182.4433,6380.564424,1
0,1,0,0,1,0,0,0,1,1,0,149.9778,458.7691639,1
0,1,0,0,1,0,1,1,0,0,1,137.4872,5695.712663,1
0,0,1,1,1,0,0,0,0,1,1,230.1051,1413.736327,1
0,0,0,1,1,0,0,0,0,1,1,169.9378,856.755649,1
0,1,0,1,1,1,1,1,1,0,1,187.4974,6228.197573,1
0,1,0,0,1,0,0,0,0,1,0,127.4601,2166.207365,1
0,1,1,1,1,0,0,1,1,0,0,202.6829,1090.927055,1
0,1,1,1,1,0,0,1,1,1,1,257.6549,2074.948906,1
0,0,1,1,1,1,1,0,0,1,1,242.6106,4966.413605,1
0,0,0,1,1,0,0,1,0,1,1,149.9845,4296.188726,1
0,1,1,0,1,0,1,1,0,1,1,184.967,5642.295973,1
0,0,1,1,0,1,1,1,0,0,1,252.6378,4962.803058,1
0,0,0,0,1,1,0,0,0,0,1,112.4844,4938.967049,1
1,0,0,0,0,0,1,0,1,0,0,94.972827,1304.854276,1
0,0,1,0,1,0,1,1,0,1,1,172.4579,5350.192494,1
1,1,1,1,1,1,1,1,1,0,0,247.6647,1328.483312,1
0,0,0,0,1,0,0,0,0,1,1,134.950905,822.6771666,1
1,1,0,0,1,1,0,1,1,1,1,195.0062,4834.33256,1
0,1,1,1,1,1,0,0,1,0,1,255.141716,1302.230824,1
0,0,1,1,1,0,0,1,0,1,1,242.6281,1172.010209,1
1,0,0,0,1,0,0,1,0,1,1,147.4738,4042.614652,1
1,0,0,0,1,0,1,1,0,0,1,104.9781,4654.692645,1
0,0,1,0,1,1,0,0,1,0,1,139.9861,6104.192973,1
0,0,0,1,1,0,0,0,0,0,0,147.4421,5837.517911,1
0,1,0,0,1,0,0,0,1,0,0,107.482,1383.139451,1
0,0,0,0,1,0,0,0,1,1,0,104.9923,3784.619457,1
0,0,1,1,1,1,0,0,1,0,1,242.632554,1412.736809,1
0,0,1,0,1,0,0,1,0,1,1,152.4579,5342.130474,1
0,0,1,0,1,1,0,0,0,0,1,169.9447,6342.815783,1
0,1,0,0,1,0,0,0,1,0,1,127.482,249.3579815,1
0,0,1,1,1,1,0,1,1,1,0,277.6513,6413.546906,1
1,0,0,1,1,0,0,0,1,0,0,149.9598,5722.173958,1
0,1,0,1,1,1,1,0,1,0,1,162.4982,680.0803141,1
1,1,1,0,1,0,0,1,1,1,1,187.4847,6062.107187,1
0,0,0,0,1,0,1,0,0,0,1,112.4551,4886.743042,1
0,0,1,1,1,1,0,0,0,1,1,230.1344,1647.527241,1
1,0,1,1,1,1,0,0,1,1,0,245.1283,6562.450391,1
1,0,1,0,1,0,1,1,0,1,1,139.9816,822.774438,1
0,0,0,0,1,1,0,1,0,1,1,179.9794,3710.298126,1
0,0,1,0,1,0,0,0,0,0,1,117.4392,1943.981469,1
0,1,1,1,1,1,0,0,0,0,0,252.62403,904.5789623,1
0,0,1,0,1,1,0,1,0,1,0,204.9634,5588.56191,1
0,1,1,0,0,0,1,1,1,1,0,167.484705,1781.692875,1
1,0,1,1,1,1,1,1,0,0,0,252.6378,1211.320081,1
0,1,1,0,1,0,0,0,1,0,1,152.466,530.0519539,1
0,1,1,1,1,1,1,0,0,1,1,255.1198,1966.201755,1
0,1,0,0,0,0,1,0,0,0,0,124.9643,5885.410472,1
0,0,0,0,1,1,0,0,0,1,1,167.456419,570.7344969,1
0,1,0,0,0,1,0,1,1,0,1,172.510442,684.7417744,1
0,0,0,1,1,1,0,1,0,1,1,182.490006,985.3722849,1
1,1,0,0,1,1,1,0,0,1,0,179.9656,485.4228279,1
0,1,1,1,1,0,0,0,1,0,0,202.6362,6099.843568,1
0,0,1,0,1,0,1,1,1,1,0,154.9755,5396.171943,1
0,0,0,1,1,1,1,0,0,0,0,179.9476,1143.379552,1
0,1,0,1,1,0,1,1,1,1,1,177.4876,6708.158084,1
1,1,1,0,1,0,1,1,0,1,0,184.967,4639.026778,1
1,0,1,1,1,0,0,0,0,1,0,210.105118,2562.992759,1
0,1,1,0,1,1,0,1,1,1,0,199.990219,1782.558347,1
0,0,1,1,1,0,1,1,1,0,0,222.649979,878.627791,1
0,1,0,1,1,0,1,1,0,1,1,162.493654,1241.311162,1
0,0,0,0,1,1,0,0,0,0,1,124.9607,5222.447526,1
0,0,0,0,1,1,0,1,0,0,1,137.4836,5760.474223,1
0,0,0,1,1,1,0,1,0,0,1,192.4705,4042.881848,1
1,0,1,1,1,0,0,0,0,0,0,175.1331,6000.14462,1
0,1,0,1,1,0,1,1,1,0,1,154.9919,1515.049953,1
0,0,0,1,1,1,0,0,0,0,1,179.9476,5056.967909,1
0,1,0,1,1,0,0,0,1,0,1,162.468917,522.4564791,1
0,0,1,0,0,0,0,0,0,0,1,117.4392,1069.152457,1
0,0,0,0,1,0,1,0,0,1,1,134.9509,4904.294892,1
0,0,1,1,1,1,1,0,1,1,1,232.652038,1991.187997,1
1,1,0,0,1,0,0,0,1,0,0,95.005709,610.2580075,1
0,1,1,1,1,1,0,0,1,1,1,257.6375,2446.187988,1
0,1,0,0,1,0,0,0,0,1,1,127.4601,5729.575543,1
0,0,1,1,1,0,0,0,1,0,0,210.12704,932.6084359,1
0,1,0,1,1,1,1,1,0,1,0,227.475448,560.8498056,1
0,1,0,1,1,0,1,1,0,0,1,172.4742,1547.496008,1
1,0,0,1,1,0,0,0,0,0,0,114.9658,1398.161322,1
0,1,0,1,1,0,1,0,0,0,1,139.9512,5447.605945,1
0,1,1,0,1,1,0,1,0,0,0,194.9768,6145.669296,1
0,0,0,0,1,1,0,0,0,0,0,124.9607,4741.134235,1
0,0,0,0,1,0,0,0,0,1,0,102.474625,1040.400476,1
0,0,1,0,1,1,1,1,0,1,0,172.4871,1945.615058,1
0,1,0,0,1,0,0,0,0,0,0,92.48802,5887.667168,1
0,1,1,0,1,1,0,1,0,0,0,194.976769,1018.373473,1
1,0,0,1,1,1,1,1,0,0,0,172.4705,6536.992768,1
0,0,0,0,1,1,1,0,0,0,1,112.4844,5521.842531,1
0,0,0,1,1,1,1,1,1,1,1,197.483972,1808.311421,1
0,0,0,0,0,1,1,1,0,0,1,137.4836,4561.670086,1
0,0,1,0,0,0,0,0,1,0,0,139.9568,6036.967859,1
0,0,0,0,1,0,0,0,1,1,1,117.4686,6503.687238,1
0,0,1,0,1,1,0,0,0,0,1,149.9447,5417.412777,1
0,0,1,1,1,0,1,0,0,0,0,207.6094,2070.311565,1
0,1,1,0,1,0,0,1,1,1,0,187.4847,5105.658715,1
0,1,0,1,1,1,0,1,1,0,0,207.4974,5095.801843,1
1,1,0,0,1,1,0,0,1,0,1,159.9875,877.2126863,1
0,1,0,0,0,1,1,0,0,0,1,137.4698,5973.523544,1
0,0,1,1,1,0,0,1,0,1,0,222.6281,6227.256543,1
1,1,0,1,1,0,0,1,1,0,0,174.9919,1274.915029,1
0,0,1,0,1,1,0,0,1,0,1,172.4624,4991.819551,1
0,0,0,0,1,0,0,1,0,1,0,127.4738,5910.676012,1
1,1,0,0,1,0,0,0,0,1,1,127.4601,6350.509594,1
0,0,1,1,1,1,0,0,0,1,1,262.6106,5267.957878,1
0,0,1,0,1,0,0,0,0,0,1,104.9629,503.8825694,1
0,1,1,0,1,0,0,0,0,0,1,149.9483,4981.220406,1
0,0,1,0,1,1,0,0,0,1,0,192.4404,1903.138739,1
1,1,1,0,1,1,0,1,1,0,1,197.4945,5949.914693,1
0,0,0,1,1,1,0,0,1,0,1,162.4653,1076.138741,1
0,0,1,0,1,0,0,0,1,1,1,129.9763,2977.360531,1
0,0,0,0,1,0,0,0,0,1,0,134.9509,4796.917237,1
0,1,0,0,1,0,0,0,0,0,0,124.9643,310.8595496,1
1,0,1,0,1,1,1,1,1,0,0,184.9853,971.649096,1
0,1,0,0,1,0,0,0,0,0,0,124.9643,4550.793265,1
0,0,0,1,1,0,0,0,0,0,0,147.4421,5105.145541,1
0,0,0,1,1,1,1,0,0,0,1,159.9476,1589.460591,1
0,0,1,0,1,1,0,1,1,0,1,164.9853,1429.709066,1
0,0,0,0,1,1,1,1,1,1,1,162.497044,1312.896111,1
0,1,0,1,1,0,0,1,0,1,1,162.4937,6337.761157,1
0,0,0,1,1,0,0,0,1,1,1,172.4555,655.4787829,1
0,0,1,0,1,0,0,1,1,0,0,132.479779,1477.960194,1
0,1,1,0,1,1,0,0,1,0,1,184.9715,1219.381518,1
0,0,0,0,1,0,0,1,0,1,1,114.9976,252.1141473,1
0,1,0,0,1,0,0,0,1,1,0,117.5015,657.9643336,1
0,0,1,0,1,1,0,0,0,0,0,149.9447,5141.180261,1
1,0,1,1,0,0,0,1,0,0,1,200.1323,5582.738002,1
0,1,1,0,1,0,1,0,0,0,0,149.9483,5694.946384,1
0,0,0,1,1,1,0,1,0,0,0,172.4705,4977.596828,1
0,0,0,1,1,0,1,1,0,1,1,149.9845,5614.743616,1
0,1,0,0,0,1,1,1,0,1,1,192.4885,5872.762953,1
1,1,0,0,1,0,0,0,1,1,0,129.977753,1226.343895,1
0,1,1,1,1,0,1,0,0,0,1,220.1185,1059.388627,1
0,0,1,0,1,0,0,0,0,1,0,159.9349,4539.697433,1
0,1,1,1,1,0,0,0,1,1,1,225.131966,2494.633068,1
0,0,0,1,1,0,1,0,0,0,1,147.442069,874.5485738,1
0,0,0,1,1,0,1,1,0,1,1,149.9845,5374.093177,1
0,1,1,1,0,1,1,0,1,0,0,255.141716,1004.100502,1
0,0,1,1,1,1,0,0,1,1,1,265.1283,6503.161137,1
0,0,1,0,1,1,0,0,1,1,1,174.9581,1564.304827,1
0,1,0,1,1,0,1,1,1,0,0,154.991856,1283.103476,1
0,0,0,1,1,1,1,0,0,1,0,182.443347,1302.621469,1
0,0,1,0,1,1,1,0,0,1,0,192.4404,3601.393455,1
1,1,0,0,1,0,0,1,0,0,1,137.487242,994.6354785,1
0,0,0,0,1,1,0,0,0,0,1,144.960655,2167.068284,1
0,0,1,1,1,1,0,1,0,1,1,275.1336,1744.354966,1
0,1,0,1,1,1,1,1,0,0,0,204.9797,1570.913875,1
0,0,1,1,1,1,0,0,0,1,0,230.1344,1904.863682,1
0,0,1,0,1,1,0,0,0,0,0,149.9447,6104.573902,1
0,0,0,1,1,0,0,0,1,0,1,149.9598,4489.267692,1
0,0,1,0,1,0,0,1,0,0,0,117.4858,313.8263132,1
0,1,1,0,1,0,0,0,1,0,1,132.466,5640.593251,1
1,1,1,0,1,1,0,0,0,0,0,149.9776,984.1544122,1
0,0,1,1,1,1,0,0,0,1,1,242.6106,4872.598082,1
0,1,0,0,1,0,0,0,1,1,0,129.977753,1197.080651,1
1,0,1,1,1,0,0,0,1,1,0,232.6228,5676.244141,1
0,1,0,0,1,1,0,1,0,1,0,192.48852,586.7422583,1
0,1,0,0,1,0,0,0,0,1,1,127.4601,864.4642177,1
0,0,1,1,1,1,1,0,0,0,1,220.1149,5431.77178,1
0,0,0,0,1,0,1,0,1,0,1,114.9728,5880.090684,1
0,0,1,1,1,0,1,1,0,0,0,187.656013,1219.21915,1
0,0,0,0,1,1,1,0,0,0,0,124.9607,1117.392471,1
0,1,1,0,1,1,0,0,1,0,0,164.9715,4300.053916,1
0,0,0,1,1,0,0,1,0,1,1,162.4608,1795.593522,1
0,1,1,1,1,0,0,1,0,0,0,232.6415,676.2344842,1
0,1,0,1,1,1,0,0,0,1,1,214.9525,4235.297978,1
0,0,1,0,1,1,1,0,0,0,1,137.4684,1819.57724,1
0,0,1,0,1,0,0,1,1,0,0,152.4798,604.9488487,1
0,1,0,1,1,0,1,0,1,0,1,162.4689,4489.316917,1
0,1,0,0,1,1,0,0,0,0,1,124.9935,3185.817507,1
0,0,0,0,1,1,0,1,0,1,0,147.503078,2131.359827,1
0,1,0,1,1,1,0,0,0,1,1,214.9525,6309.319991,1
0,1,1,1,1,1,0,0,0,0,1,252.624,6462.182186,1
0,0,1,0,1,1,1,0,0,1,1,159.9642,5328.076501,1
0,0,0,0,1,0,1,1,0,0,1,124.97808,2580.979643,1
0,1,1,0,1,0,0,0,0,0,0,129.9483,5503.849666,1
0,0,0,0,1,1,0,0,0,1,1,147.4564,1085.979242,1
0,1,0,1,1,0,0,0,1,0,0,142.4689,5746.454782,1
0,0,1,0,1,0,1,1,0,0,0,129.962093,2283.692222,1
0,0,0,0,1,0,1,0,1,0,1,94.97283,5531.341307,1
0,0,1,1,1,0,0,0,0,0,1,207.6094,1688.469176,1
0,1,1,1,1,0,0,1,1,0,0,215.1591,5910.719593,1
0,0,0,1,1,0,0,0,0,0,1,114.9658,594.5452132,1
0,0,1,1,0,0,0,1,0,0,1,187.656,6091.711097,1
0,0,0,1,1,0,1,0,0,0,1,114.9658,5932.111783,1
0,1,0,1,1,1,0,1,1,0,0,187.4974,6228.991967,1
0,0,1,0,1,1,0,0,1,1,1,162.4818,5821.56031,1
0,1,0,0,1,0,0,0,0,0,1,124.964303,951.5458256,1
0,0,1,0,1,0,1,0,0,0,0,137.4392,3832.898347,1
0,0,0,1,1,1,0,1,0,1,0,194.9663,2739.364415,1
0,0,1,0,1,0,0,0,0,1,1,139.934918,922.2958319,1
0,1,0,1,1,1,0,1,0,0,1,184.9797,873.3472232,1
0,0,0,0,1,0,0,0,0,0,0,79.97886,4726.723807,1
0,1,0,0,1,0,0,1,0,0,1,137.4872,451.0754045,1
0,1,0,0,1,1,0,1,0,1,1,172.4885,1003.080929,1
1,0,1,1,1,1,0,0,0,1,1,262.6106,2120.151113,1
0,1,1,0,1,0,0,1,0,1,0,164.967,6205.739711,1
1,0,0,0,1,1,0,0,1,0,0,127.4783,1424.784732,1
0,0,0,1,1,0,0,0,0,1,1,169.9378,6038.193062,1
1,0,0,0,1,1,1,1,0,0,1,125.0073,5705.264431,1
0,1,0,1,1,1,0,0,1,0,0,194.974431,558.4710883,1
0,0,1,1,0,0,0,1,0,1,0,242.6281,5435.522187,1
0,1,0,0,1,1,1,1,1,0,1,152.5104,1072.95902,1
0,0,0,1,1,0,0,1,1,0,1,162.4827,6088.936104,1
0,0,0,0,1,0,0,0,0,0,1,112.4551,3170.023123,1
0,0,0,1,1,1,0,0,1,0,1,162.4653,6205.696339,1
1,0,0,0,1,0,0,1,0,1,1,127.4738,2342.458997,1
0,1,0,0,1,0,0,0,1,1,0,149.9778,5766.157948,1
0,0,1,0,0,0,1,1,0,0,0,149.9621,1237.830202,1
0,0,1,0,1,1,0,0,0,1,1,192.4404,5641.382534,1
0,0,1,0,0,0,0,0,0,1,0,127.4586,5441.87637,1
0,1,0,0,1,0,1,0,1,1,1,129.9778,6251.354682,1
0,0,0,1,1,1,0,0,0,0,1,147.4713,1292.562403,1
0,0,0,1,1,0,0,0,0,0,1,114.9658,5974.900569,1
0,0,0,1,1,1,1,0,1,1,1,204.961033,1771.472597,1
0,0,0,1,1,1,0,1,1,0,1,174.9882,6540.061159,1
0,1,1,1,1,1,0,0,0,0,0,232.624,5155.317217,1
0,1,0,0,1,0,1,0,1,0,0,95.00571,5564.666753,1
0,1,0,1,1,1,0,1,1,0,1,187.49737,1259.528321,1
1,0,1,1,1,1,0,0,0,0,1,220.114868,3040.553763,1
0,0,0,0,1,0,0,0,0,0,1,92.45514,5134.690478,1
1,0,1,0,1,1,1,0,1,0,0,152.462354,1947.7853,1
0,0,1,0,1,0,0,1,1,0,1,132.4798,4992.984164,1
0,1,0,1,1,1,0,0,0,0,0,172.4567,6432.294015,1
1,1,0,0,1,0,0,0,0,0,1,104.9643,4014.850907,1
0,0,0,1,1,1,0,1,0,1,0,194.9663,2592.211229,1
0,0,1,0,1,1,0,1,1,0,1,164.9853,6656.287,1
1,1,0,0,1,0,1,1,0,0,0,117.4872,1197.872957,1
0,0,1,0,0,0,0,1,1,0,0,120.0035,514.2333467,1
0,0,1,0,1,0,0,0,1,1,1,162.452604,2499.186161,1
0,1,1,0,0,1,0,0,0,1,0,184.9496,5014.268899,1
1,1,0,0,1,0,0,0,0,1,1,114.983787,389.1228621,1
0,1,0,1,1,0,0,0,0,0,1,159.9512,5447.157334,1
0,0,0,1,1,0,0,0,0,1,0,149.9378,6135.141648,1
1,1,1,1,1,0,0,1,0,1,0,222.6609,6076.679824,1
0,0,1,0,1,1,0,0,0,1,1,192.4404,6366.303939,1
1,0,0,1,1,1,0,0,1,1,1,172.4848,5860.239584,1
0,0,0,1,1,1,0,1,0,0,0,159.9942,5656.693914,1
0,1,0,0,1,0,1,1,0,0,0,117.4872,1009.028786,1
0,1,0,0,1,0,0,0,0,0,1,124.9643,506.014128,1
0,0,0,0,1,1,1,1,0,0,1,137.4836,891.754556,1
0,0,0,1,1,1,0,1,1,1,1,217.483972,1123.503268,1
0,0,0,0,0,1,0,1,0,0,1,137.4836,4941.678785,1
1,0,0,0,1,0,0,1,1,1,0,129.9915,5149.296023,1
0,0,1,1,1,1,0,0,0,1,0,230.1344,1235.041233,1
0,0,0,0,1,0,0,0,0,0,1,112.4551,849.8471125,1
1,1,1,0,1,1,1,0,1,0,1,164.9715,6050.815837,1
1,0,1,1,1,1,0,1,0,0,1,252.6378,1362.782508,1
1,1,1,0,1,0,0,1,0,1,1,184.967,1189.205287,1
1,1,1,0,1,1,0,0,1,1,0,187.4673,6540.915805,1
0,1,0,1,1,1,0,0,0,0,0,172.456745,2496.770215,1
1,1,0,1,1,0,0,1,0,0,0,172.4742,5010.797341,1
0,0,1,0,1,1,0,0,1,0,1,152.462354,1323.979879,1
0,0,1,0,1,0,1,1,0,0,1,149.9621,769.3159079,1
1,0,0,1,1,0,0,0,1,0,0,149.9598,5140.746874,1
1,0,0,1,1,0,0,1,1,0,1,162.482694,1243.478237,1
0,1,0,1,1,0,0,0,1,0,1,162.4689,1864.692477,1
0,1,0,1,1,0,0,0,1,0,1,162.4689,1708.202326,1
0,1,0,1,1,0,0,1,1,1,0,177.48762,1774.586726,1
0,0,0,1,0,1,0,0,0,0,1,159.9476,4070.475421,1
1,0,1,1,1,1,0,0,0,1,1,230.1344,1512.206567,1
0,0,0,1,1,1,0,0,1,0,0,182.4653,4013.312414,1
0,1,0,0,1,1,0,0,0,1,0,179.9656,1293.256696,1
0,0,1,0,1,0,0,0,0,0,0,137.4392,945.5166208,1
0,0,0,1,1,0,1,0,1,1,1,172.455519,904.5361102,1
0,1,1,0,0,0,1,0,0,0,0,117.472,545.3992275,1
